"","HA_HB","HA_HI","HA_HL","HA_HS","HA_HT","HA_MA","HA_MB","HA_MI","HA_ML","HA_MS","HA_MT","HB_HI","HB_HL","HB_HS","HB_HT","HB_MA","HB_MB","HB_MI","HB_ML","HB_MS","HB_MT","HI_HL","HI_HS","HI_HT","HI_MA","HI_MB","HI_MI","HI_ML","HI_MS","HI_MT","HL_HS","HL_HT","HL_MA","HL_MB","HL_MI","HL_ML","HL_MS","HL_MT","HS_HT","HS_MA","HS_MB","HS_MI","HS_ML","HS_MS","HS_MT","HT_MA","HT_MB","HT_MI","HT_ML","HT_MS","HT_MT","MA_MB","MA_MI","MA_ML","MA_MS","MA_MT","MB_MI","MB_ML","MB_MS","MB_MT","MI_ML","MI_MS","MI_MT","ML_MS","ML_MT","MS_MT"
"KEGG Chagas disease (American trypanosomiasis)",1,1,1,1,1,1,1,1,1,1,1,1,0.742574257425743,1,1,0.96039603960396,0.504950495049505,0.98019801980198,0.366336633663366,0.0297029702970297,0.673267326732673,0.475247524752475,1,1,0.752475247524752,0.386138613861386,0.99009900990099,1,0.0099009900990099,0.871287128712871,0.495049504950495,0.861386138613861,0.98019801980198,0.188118811881188,0.564356435643564,0.0693069306930693,0.0396039603960396,0.0297029702970297,1,0.95049504950495,0.752475247524752,1,1,0.108910891089109,0.871287128712871,0.891089108910891,0.267326732673267,0.940594059405941,0.0495049504950495,0.0693069306930693,0.217821782178218,0.702970297029703,0.99009900990099,1,0.267326732673267,0.277227722772277,0.811881188118812,0.376237623762376,0.0198019801980198,0.821782178217822,0.257425742574257,0.0099009900990099,1,0.277227722772277,0.0792079207920792,0.148514851485149
"KEGG Toxoplasmosis",1,1,1,1,1,1,1,1,1,1,1,1,0.623762376237624,1,1,0.861386138613861,0.594059405940594,0.940594059405941,0.0495049504950495,0.0099009900990099,0.356435643564356,0.445544554455446,1,1,0.633663366336634,0.366336633663366,0.97029702970297,1,0.0099009900990099,0.623762376237624,0.584158415841584,0.851485148514851,0.356435643564356,0.108910891089109,0.643564356435644,0.0495049504950495,0.0198019801980198,0.0396039603960396,1,0.821782178217822,0.702970297029703,0.98019801980198,0.0198019801980198,0.0099009900990099,0.415841584158416,0.762376237623762,0.188118811881188,0.831683168316832,0.0099009900990099,0.0099009900990099,0.178217821782178,0.207920792079208,0.821782178217822,1,0.386138613861386,0.297029702970297,0.712871287128713,0.465346534653465,0.356435643564356,0.772277227722772,0.287128712871287,0.0099009900990099,0.425742574257426,1,0.0099009900990099,0.237623762376238
"KEGG Hepatitis C",0.0297029702970297,1,1,1,0.0594059405940594,0.0099009900990099,0.0297029702970297,0.0297029702970297,1,1,1,1,0.485148514851485,1,1,0.98019801980198,0.633663366336634,0.97029702970297,0.623762376237624,0.0891089108910891,0.841584158415842,0.0396039603960396,1,1,0.871287128712871,0.524752475247525,0.881188118811881,1,0.0099009900990099,0.0792079207920792,0.584158415841584,0.851485148514851,0.821782178217822,0.0099009900990099,0.297029702970297,0.0495049504950495,0.0099009900990099,0.0297029702970297,1,0.95049504950495,0.277227722772277,0.99009900990099,0.356435643564356,0.0495049504950495,0.683168316831683,0.861386138613861,0.158415841584158,0.673267326732673,0.0297029702970297,0.168316831683168,0.683168316831683,0.247524752475248,0.99009900990099,1,0.0396039603960396,0.811881188118812,0.821782178217822,0.237623762376238,0.0693069306930693,0.891089108910891,1,0.0099009900990099,0.138613861386139,0.099009900990099,0.0792079207920792,0.524752475247525
"KEGG Colorectal cancer",1,1,1,1,1,1,1,1,1,1,1,0.99009900990099,0.861386138613861,1,1,0.811881188118812,0.207920792079208,0.99009900990099,0.425742574257426,0.099009900990099,0.326732673267327,0.891089108910891,1,0.96039603960396,0.702970297029703,0.851485148514851,1,0.217821782178218,0.336633663366337,0.495049504950495,0.841584158415842,0.97029702970297,0.712871287128713,0.118811881188119,0.722772277227723,1,0.0099009900990099,0.0693069306930693,1,0.801980198019802,0.425742574257426,1,0.217821782178218,0.099009900990099,0.613861386138614,0.564356435643564,0.524752475247525,0.97029702970297,0.306930693069307,0.207920792079208,0.455445544554455,0.574257425742574,0.920792079207921,1,0.594059405940594,0.831683168316832,0.495049504950495,0.415841584158416,0.544554455445545,0.445544554455446,0.247524752475248,0.0198019801980198,0.663366336633663,1,1,0.574257425742574
"KEGG Renal cell carcinoma",1,1,1,1,1,1,1,1,1,1,1,1,0.95049504950495,1,1,0.861386138613861,0.346534653465347,0.920792079207921,1,0.118811881188119,0.564356435643564,0.752475247524752,0.98019801980198,0.99009900990099,0.613861386138614,0.227722772277228,0.99009900990099,1,0.0198019801980198,0.376237623762376,0.722772277227723,0.831683168316832,1,0.148514851485149,0.415841584158416,1,0.0099009900990099,0.099009900990099,1,0.891089108910891,0.168316831683168,0.732673267326733,1,0.0198019801980198,0.386138613861386,0.584158415841584,0.099009900990099,0.891089108910891,1,0.168316831683168,0.178217821782178,0.653465346534653,0.930693069306931,1,0.316831683168317,0.871287128712871,0.455445544554455,1,0.138613861386139,0.425742574257426,1,0.0099009900990099,0.96039603960396,1,1,0.633663366336634
"KEGG Pancreatic cancer",1,1,1,1,1,1,1,1,1,1,1,1,0.475247524752475,1,1,0.821782178217822,0.227722772277228,0.99009900990099,1,0.247524752475248,0.405940594059406,0.841584158415842,1,1,0.396039603960396,0.712871287128713,0.910891089108911,0.297029702970297,0.0594059405940594,0.613861386138614,0.801980198019802,0.99009900990099,0.811881188118812,0.0693069306930693,0.772277227722772,1,0.0198019801980198,0.0198019801980198,1,0.643564356435644,0.287128712871287,1,0.495049504950495,0.0693069306930693,0.534653465346535,0.435643564356436,0.178217821782178,0.920792079207921,0.396039603960396,0.485148514851485,0.158415841584158,0.336633663366337,0.495049504950495,1,0.772277227722772,0.564356435643564,0.712871287128713,0.297029702970297,0.227722772277228,0.267326732673267,0.376237623762376,0.0099009900990099,0.851485148514851,1,0.0693069306930693,0.752475247524752
"KEGG Endometrial cancer",1,1,1,1,1,1,1,1,1,1,1,0.99009900990099,0.930693069306931,1,1,0.99009900990099,0.336633663366337,1,0.366336633663366,0.0099009900990099,0.633663366336634,0.693069306930693,1,0.811881188118812,0.930693069306931,0.425742574257426,0.940594059405941,1,0.0099009900990099,0.267326732673267,0.752475247524752,0.168316831683168,1,0.148514851485149,0.108910891089109,1,0.0099009900990099,0.0099009900990099,0.940594059405941,0.99009900990099,0.405940594059406,1,0.346534653465347,0.0198019801980198,0.673267326732673,0.762376237623762,0.405940594059406,0.851485148514851,0.415841584158416,0.247524752475248,0.524752475247525,0.564356435643564,1,1,0.396039603960396,0.930693069306931,0.495049504950495,0.257425742574257,0.108910891089109,0.564356435643564,0.297029702970297,0.0099009900990099,0.861386138613861,1,1,0.297029702970297
"KEGG Glioma",0.0396039603960396,1,1,1,0.0297029702970297,0.0099009900990099,0.0099009900990099,0.0297029702970297,1,1,1,1,0.910891089108911,1,1,0.99009900990099,0.603960396039604,0.99009900990099,1,0.0693069306930693,0.227722772277228,0.663366336633663,1,1,0.97029702970297,0.297029702970297,0.96039603960396,1,0.0099009900990099,0.217821782178218,0.673267326732673,0.712871287128713,1,0.0693069306930693,0.237623762376238,1,0.0099009900990099,0.0198019801980198,1,0.99009900990099,0.534653465346535,0.99009900990099,1,0.0099009900990099,0.633663366336634,0.762376237623762,0.574257425742574,0.99009900990099,1,0.099009900990099,0.0693069306930693,0.198019801980198,1,1,0.118811881188119,0.217821782178218,0.514851485148515,1,0.336633663366337,0.277227722772277,1,0.0099009900990099,0.415841584158416,1,1,0.247524752475248
"KEGG Prostate cancer",0.0297029702970297,1,1,1,0.0297029702970297,0.0099009900990099,0.0495049504950495,0.0396039603960396,1,1,1,1,0.524752475247525,1,1,0.99009900990099,0.445544554455446,0.940594059405941,0.613861386138614,0.207920792079208,0.613861386138614,0.425742574257426,1,0.95049504950495,0.99009900990099,0.673267326732673,0.910891089108911,1,0.0198019801980198,0.564356435643564,0.405940594059406,0.722772277227723,0.891089108910891,0.0594059405940594,0.237623762376238,0.099009900990099,0.0198019801980198,0.0297029702970297,1,1,0.633663366336634,0.98019801980198,0.465346534653465,0.0198019801980198,0.524752475247525,0.910891089108911,0.267326732673267,0.831683168316832,0.495049504950495,0.287128712871287,0.188118811881188,0.762376237623762,1,1,0.613861386138614,0.702970297029703,0.811881188118812,0.257425742574257,0.277227722772277,0.504950495049505,0.396039603960396,0.0099009900990099,0.831683168316832,1,0.0891089108910891,0.871287128712871
"KEGG Chronic myeloid leukemia",0.0198019801980198,1,1,1,0.0297029702970297,0.0099009900990099,0.0198019801980198,0.0198019801980198,1,1,1,1,0.712871287128713,1,1,0.861386138613861,0.217821782178218,0.96039603960396,1,0.128712871287129,0.425742574257426,0.316831683168317,1,1,0.95049504950495,0.316831683168317,0.841584158415842,1,0.0099009900990099,0.336633663366337,0.336633663366337,0.663366336633663,0.95049504950495,0.0495049504950495,0.247524752475248,0.0693069306930693,0.0297029702970297,0.108910891089109,1,0.98019801980198,0.297029702970297,0.920792079207921,1,0.0099009900990099,0.346534653465347,0.792079207920792,0.435643564356436,0.95049504950495,1,0.207920792079208,0.108910891089109,0.415841584158416,1,1,0.386138613861386,0.554455445544555,0.118811881188119,0.376237623762376,0.237623762376238,0.386138613861386,1,0.0099009900990099,0.871287128712871,1,0.0594059405940594,0.891089108910891
"KEGG Acute myeloid leukemia",1,1,1,1,1,1,1,1,1,1,1,1,0.98019801980198,1,1,0.99009900990099,0.336633663366337,0.99009900990099,0.277227722772277,0.247524752475248,0.207920792079208,0.762376237623762,1,0.96039603960396,0.95049504950495,0.257425742574257,0.821782178217822,1,0.0495049504950495,0.257425742574257,0.594059405940594,0.742574257425743,0.97029702970297,0.0396039603960396,0.138613861386139,1,0.0198019801980198,0.0396039603960396,0.97029702970297,0.97029702970297,0.297029702970297,0.97029702970297,0.0594059405940594,0.0495049504950495,0.326732673267327,0.811881188118812,0.0594059405940594,0.811881188118812,0.425742574257426,0.217821782178218,0.0495049504950495,0.524752475247525,0.702970297029703,1,0.346534653465347,0.237623762376238,0.504950495049505,0.0396039603960396,0.148514851485149,0.524752475247525,0.0495049504950495,0.0099009900990099,0.841584158415842,0.0396039603960396,0.0198019801980198,0.831683168316832
"KEGG Non-small cell lung cancer",1,1,1,1,1,1,1,1,1,1,1,1,0.95049504950495,1,1,0.831683168316832,0.336633663366337,0.98019801980198,1,0.0396039603960396,0.316831683168317,0.772277227722772,1,0.940594059405941,0.900990099009901,0.336633663366337,0.881188118811881,1,0.0297029702970297,0.0396039603960396,0.752475247524752,0.237623762376238,0.673267326732673,0.0792079207920792,0.0594059405940594,1,0.0099009900990099,0.0099009900990099,1,0.98019801980198,0.217821782178218,0.930693069306931,1,0.0198019801980198,0.544554455445545,0.811881188118812,0.336633663366337,0.97029702970297,1,0.0792079207920792,0.0792079207920792,0.188118811881188,1,1,0.0891089108910891,0.118811881188119,0.277227722772277,1,0.237623762376238,0.306930693069307,1,0.0099009900990099,0.267326732673267,1,1,0.198019801980198
"KEGG RNA transport",1,1,1,1,1,1,1,1,1,1,1,1,0.881188118811881,1,1,0.0099009900990099,0.633663366336634,0.96039603960396,1,0.98019801980198,1,0.99009900990099,1,1,0.168316831683168,0.693069306930693,0.99009900990099,1,0.732673267326733,1,0.693069306930693,0.821782178217822,0.128712871287129,0.524752475247525,1,1,0.554455445544555,0.326732673267327,1,0.0396039603960396,0.455445544554455,0.920792079207921,1,0.633663366336634,1,0.0099009900990099,0.257425742574257,0.821782178217822,1,0.97029702970297,0.98019801980198,0.415841584158416,0.277227722772277,1,0.0099009900990099,0.0495049504950495,0.782178217821782,1,0.930693069306931,0.534653465346535,1,0.415841584158416,0.900990099009901,1,1,1
"KEGG Phagosome",1,1,1,1,1,1,1,1,1,1,1,1,0.0495049504950495,1,1,0.910891089108911,0.415841584158416,1,0.564356435643564,0.0099009900990099,0.920792079207921,0.287128712871287,1,1,0.95049504950495,0.801980198019802,1,1,0.0099009900990099,0.683168316831683,0.0297029702970297,0.544554455445545,0.405940594059406,0.0198019801980198,0.0891089108910891,0.099009900990099,0.168316831683168,0.118811881188119,1,0.792079207920792,0.792079207920792,1,1,0.0099009900990099,0.475247524752475,0.851485148514851,0.227722772277228,1,0.495049504950495,0.0099009900990099,0.97029702970297,0.613861386138614,0.98019801980198,1,0.0099009900990099,0.95049504950495,0.891089108910891,0.376237623762376,0.0297029702970297,0.0099009900990099,1,0.0099009900990099,0.881188118811881,0.0594059405940594,1,0.0198019801980198
"KEGG Antigen processing and presentation",1,1,1,1,1,1,1,1,1,1,1,1,0.0594059405940594,1,1,0.0297029702970297,0.0693069306930693,0.920792079207921,0.0297029702970297,0.683168316831683,0.98019801980198,0.306930693069307,1,1,0.178217821782178,0.752475247524752,1,1,0.316831683168317,0.96039603960396,0.326732673267327,0.792079207920792,0.188118811881188,0.128712871287129,0.237623762376238,1,0.0693069306930693,0.574257425742574,0.99009900990099,0.168316831683168,0.851485148514851,0.96039603960396,1,0.455445544554455,0.693069306930693,0.0297029702970297,0.0594059405940594,0.95049504950495,0.405940594059406,0.198019801980198,0.99009900990099,0.138613861386139,0.801980198019802,1,0.227722772277228,0.277227722772277,0.930693069306931,1,0.277227722772277,0.0099009900990099,1,0.0198019801980198,0.811881188118812,0.0198019801980198,1,0.356435643564356
"KEGG Leishmaniasis",1,1,1,1,1,1,1,1,1,1,1,1,0.0693069306930693,1,1,0.782178217821782,0.415841584158416,0.95049504950495,1,0.0099009900990099,0.801980198019802,0.099009900990099,1,1,0.405940594059406,0.237623762376238,0.95049504950495,0.188118811881188,0.0099009900990099,1,0.148514851485149,0.247524752475248,0.287128712871287,0.277227722772277,0.465346534653465,0.0693069306930693,0.108910891089109,0.0198019801980198,1,0.841584158415842,0.376237623762376,0.881188118811881,0.0891089108910891,0.0099009900990099,0.722772277227723,0.752475247524752,0.247524752475248,0.96039603960396,0.0198019801980198,0.0099009900990099,0.702970297029703,0.326732673267327,0.910891089108911,1,0.0099009900990099,0.168316831683168,0.356435643564356,0.415841584158416,0.0891089108910891,0.693069306930693,0.198019801980198,0.0099009900990099,0.891089108910891,0.0792079207920792,0.0495049504950495,0.247524752475248
"KEGG Allograft rejection",1,1,1,1,1,1,0.0099009900990099,0.0099009900990099,1,1,1,1,0.653465346534653,1,1,0.0693069306930693,0.217821782178218,0.99009900990099,0.0396039603960396,0.673267326732673,0.930693069306931,0.306930693069307,1,0.97029702970297,0.0198019801980198,0.742574257425743,1,0.158415841584158,0.217821782178218,0.702970297029703,0.356435643564356,1,0.0594059405940594,0.524752475247525,0.475247524752475,1,0.227722772277228,0.871287128712871,0.940594059405941,0.108910891089109,0.683168316831683,0.930693069306931,0.168316831683168,0.356435643564356,0.554455445544555,0.0495049504950495,0.158415841584158,1,0.188118811881188,0.663366336633663,1,0.148514851485149,0.099009900990099,1,0.584158415841584,0.217821782178218,0.782178217821782,1,0.118811881188119,0.0099009900990099,0.0495049504950495,0.0396039603960396,0.99009900990099,0.0594059405940594,1,0.237623762376238
"KEGG Graft-versus-host disease",1,1,1,1,1,1,0.0099009900990099,0.0099009900990099,1,1,1,0.98019801980198,0.554455445544555,0.99009900990099,1,0.0792079207920792,0.128712871287129,0.99009900990099,0.178217821782178,0.584158415841584,1,0.207920792079208,1,0.96039603960396,0.0198019801980198,0.742574257425743,1,0.128712871287129,0.287128712871287,0.762376237623762,0.425742574257426,1,0.0297029702970297,0.435643564356436,0.356435643564356,1,0.198019801980198,0.772277227722772,0.930693069306931,0.0792079207920792,0.792079207920792,0.861386138613861,0.168316831683168,0.287128712871287,0.415841584158416,0.0693069306930693,0.0594059405940594,1,0.168316831683168,0.663366336633663,1,0.207920792079208,0.188118811881188,1,0.435643564356436,0.198019801980198,0.702970297029703,1,0.108910891089109,0.0099009900990099,0.138613861386139,0.118811881188119,0.742574257425743,0.099009900990099,1,0.138613861386139
"KEGG Hematopoietic cell lineage",1,1,1,1,1,1,1,1,1,1,1,1,0.336633663366337,1,1,0.940594059405941,0.96039603960396,0.871287128712871,1,0.128712871287129,0.524752475247525,0.128712871287129,1,1,0.851485148514851,0.871287128712871,0.534653465346535,1,0.0099009900990099,0.742574257425743,0.138613861386139,0.346534653465347,0.891089108910891,0.0693069306930693,0.386138613861386,1,0.564356435643564,0.0792079207920792,1,0.940594059405941,0.98019801980198,0.792079207920792,1,0.0297029702970297,0.712871287128713,0.97029702970297,0.98019801980198,0.930693069306931,1,0.0594059405940594,0.623762376237624,0.594059405940594,0.881188118811881,1,0.0099009900990099,0.554455445544555,1,1,0.0198019801980198,0.96039603960396,1,0.0099009900990099,0.544554455445545,1,1,0.405940594059406
