"","HA_HB","HA_HI","HA_HL","HA_HS","HA_HT","HA_MA","HA_MB","HA_MI","HA_ML","HA_MS","HA_MT","HB_HI","HB_HL","HB_HS","HB_HT","HB_MA","HB_MB","HB_MI","HB_ML","HB_MS","HB_MT","HI_HL","HI_HS","HI_HT","HI_MA","HI_MB","HI_MI","HI_ML","HI_MS","HI_MT","HL_HS","HL_HT","HL_MA","HL_MB","HL_MI","HL_ML","HL_MS","HL_MT","HS_HT","HS_MA","HS_MB","HS_MI","HS_ML","HS_MS","HS_MT","HT_MA","HT_MB","HT_MI","HT_ML","HT_MS","HT_MT","MA_MB","MA_MI","MA_ML","MA_MS","MA_MT","MB_MI","MB_ML","MB_MS","MB_MT","MI_ML","MI_MS","MI_MT","ML_MS","ML_MT","MS_MT"
"KEGG Neurotrophin signaling pathway",-4.92602541556468e-06,-3.28508094603285e-06,-3.95188716292745e-06,-3.0433103533519e-06,-1.24913162516202e-05,-4.83521672326503e-06,-1.33321799642524e-05,-1.19852169598358e-05,0,-1.27220090651304e-05,-5.6401098816997e-06,0.383423304044875,0.138404733652219,0.507207359626987,0.652282649775736,0.0461638477497325,0.143658148740482,0.334817921080727,0.00862247950029242,-0.035637811201439,0.0788686184467175,0.169868248556686,0.563677279760818,0.328221359666679,0.0313149474888716,0.135793490350342,0.436572839729958,0.00362257121727484,-0.0134529933726442,0.0391207961400862,0.123261635189183,0.118228175532731,0.0487817019093938,0.029072037208316,0.10933042685312,-0.000909385153114314,-0.00811579444111544,0.0556149050284351,0.443614194277174,0.0488630065779776,0.121428094298621,0.419162473675797,0.00367588043941002,-0.0217025161909217,0.094573657694983,0.0438779219491954,0.132507300408576,0.315636003804392,0.0018933908770117,-0.0302946967223512,0.0594574945393635,0.00432470846971711,0.0180237169402368,0.0180483546290602,-0.0326962681250361,-0.02566336245746,0.220806577070844,0.0162463404127545,0.201954353777754,0.133414637025135,0.00274793970084977,-0.0907735521380819,0.127739266203638,-0.0011734060824288,-0.0011124372428288,0.0620606312228307
"KEGG Insulin signaling pathway",-2.47707723358854e-06,-1.4128220037132e-05,-6.49867603257308e-06,-1.44570418507148e-05,-7.40908101557604e-06,-4.47280096498102e-06,-1.92857955832652e-05,-5.70961768114604e-06,-4.31297259680978e-06,-4.92206995964675e-06,-1.4651145661281e-05,0.399433131283381,0.134184578945643,0.54024360991728,0.583137911836858,0.00740921501738792,0.134151462854539,0.252506638318109,-0.00154784243345999,-0.0126126915934377,0.00443315301809111,0.134163319850066,0.533278297308779,0.321458253415988,0.0419326060698761,0.106555462342344,0.414984070697133,-0.00119133854399139,-0.0204583101271374,-0.0169957951360696,0.0993523302772617,0.109584034673228,0.0220755225286754,0.097506752163923,0.0884211920693756,-0.00119495054722524,0.00949424992434739,0.163087798005734,0.417495763540447,0.0234730445142235,0.0941340920007807,0.430670763146059,-0.00143895089132645,0.0125130308958336,0.0474064012638041,0.0132632646786209,0.111821091455589,0.213346240997436,-0.00175838209606653,-0.0365647439728372,-0.00356714926074072,0.0142378415936128,0.0570161090575531,-0.00349600307653167,0.00555507543015785,-0.0368211399598504,0.0980339061709002,-0.000902754176653673,0.0851301481262618,0.0763215527590987,-0.000518024482378158,-0.0893185175717729,0.00470570998784629,-0.000701572794310687,-0.0013572892536664,-0.0229849468103422
"KEGG Chagas disease (American trypanosomiasis)",-1.06500044470572e-05,0,-2.07899131701876e-05,-1.0033701195138e-05,-1.12830844584305e-05,-5.57155871575291e-06,-1.44959825012728e-05,-5.55364931487794e-06,0,-8.0476278806286e-06,-8.83437595969831e-06,0.513297078878848,0.0782518653086399,0.530886274475987,0.619624378607412,0.041993817986759,0.237356721405517,0.386843007001677,0.0099734258206842,-0.0191794900507963,0.0152837748929944,0.100489903514045,0.520432426407734,0.400501921467957,0.0505457564455631,0.248226351413937,0.425900577363204,0.0024209616615874,0.00515051245162234,0.0340876511627118,0.0425526129901662,0.0839268950882273,0.00276984133510014,-0.0108594328495406,0.00181276052123372,0.00321838792714971,-0.0122388935402415,-0.0105409543443403,0.544266056196314,0.0657035491465858,0.263727972198438,0.407503896072267,0.00375008936469197,-0.0151444030569573,0.0799207848363957,0.0325802058881273,0.219925330129125,0.332396806492332,0.00107897493898381,0.0176634361018534,-0.0056010876404069,0.0717619276560977,0.068553437775376,0.0169421991548826,-0.0238134900668435,-0.0393482352810635,0.325929279550073,0.0155843702530326,-0.021711898997859,0.0714492973057263,0.00307563261198344,-0.0980530089308933,0.0605409290969282,-0.000891093571244163,0.00159845519864138,-0.0459046685048379
"KEGG Toxoplasmosis",-9.18827435389137e-06,-2.39473714123508e-06,0,-6.69322773233061e-06,-6.21977149120233e-06,-1.47175514045249e-05,-2.33647333609157e-05,-9.76097831463967e-06,-4.4934842435975e-06,-1.57344323175358e-05,-1.0971789441221e-05,0.520472629038999,0.0754433878901152,0.597424484506598,0.614622814752924,0.0509933426239824,0.233475264156779,0.346511768778356,0.00847604484180353,0.00705176114590562,0.0796543171674887,0.105699395050071,0.545361110243316,0.396655761753595,0.0490868712136432,0.29834627078562,0.49409857059276,0.000524918647669927,-0.0267651117552356,0.0387811000053423,0.0669382650301975,0.082869989122971,-0.00437264997564552,0.0343059644037484,0.0474354239379287,0.00871181093415317,-0.0117500611969465,0.0227406117360468,0.51617354578796,0.0682454273932605,0.288956840701402,0.407301324386288,0.0026399402609829,-0.0777653756586929,0.105862470360214,0.0287467873396134,0.187520703324844,0.295752205731023,0.000973865399778485,-0.0305382963618852,0.077090698952268,0.0426159382531411,0.0298430852663706,0.0131688062667845,-0.0110692251596929,-0.039453770320686,0.307511913906568,0.0169024667666222,0.0847375049909821,0.125711996374687,0.0174813686566549,-0.0536086178400884,0.103258569345645,-0.000625230509491451,0.000280549528244092,0.0726263191966109
"KEGG Hepatitis C",-4.13664939659493e-06,-1.26479406941005e-05,-6.33053210115241e-06,-9.31712599477819e-06,-9.77395972057294e-06,-9.0138509734458e-08,-5.59325788265361e-06,0,-7.31171294632785e-06,-9.00575730582501e-06,-8.89015645650923e-06,0.337234179426995,0.108139306360922,0.382916106222149,0.510266266968068,0.0831722879320672,0.181745777298106,0.173397436747696,0.00938519061008539,0.0282442663981279,0.0224591619157409,0.074953542071525,0.413691999350069,0.21768364124881,0.0331516898801851,0.10218990965405,0.324648490682377,0.00187591721934777,-0.0151446738228266,-0.0469802301364801,0.0609128097067267,0.115235965762244,0.156379678317137,0.00843721337278703,0.0632160004952471,0.00145088455568439,-0.00315166588323262,0.109920624024569,0.290011832205709,0.055173088906445,0.138215977667249,0.317810279768341,0.00268418990704082,-0.0480808600596342,0.0311304641512914,0.0467411060688065,0.152506803241709,0.141365902602978,0.00181364396715419,0.0421629572715506,0.0623771561341818,0.039971942235878,0.0900249589804982,0.0132486398634978,-0.0338157752217518,-0.0183145396696742,0.269431855818093,0.0236313266888557,0.119769086768004,0.107310592385946,0.000157704849121031,-0.0900693478227337,-0.0155658354156504,-0.00159161563424437,-0.000730396873462048,0.0968694955191203
"KEGG Colorectal cancer",-1.15174139098697e-05,0,-4.09358400882343e-06,-4.9570301360118e-06,-1.43244601739803e-05,-1.9379695693976e-07,-9.38315279306198e-06,-2.14024000803128e-05,0,-5.13958764707216e-06,-1.44295115989651e-05,0.32622886142186,0.0757909861949135,0.507278934209767,0.614289606479007,-0.0225496257258539,0.235966055535749,0.432698875727526,-0.000407362978983616,-0.0206651292373251,0.0689218043422054,0.100423394958427,0.497317330848132,0.333074321953016,0.0246406299817374,0.224873908548402,0.439426154201838,-0.00106863777161948,-0.0152541866499768,0.00427811921107262,0.0706803863369007,0.0628643085072768,-0.0118389630503915,-0.026102822865967,0.0761260280722826,-0.000490978343790559,-0.00471889467261869,-0.0241079922438719,0.492234099323855,0.00421409653732361,0.195754135595142,0.574491619313801,-0.00137919235433909,-0.0200582869013975,0.0908261841362573,-0.008824209938594,0.309155949498047,0.37830065639508,-0.000638246936197908,0.00316388701468858,0.0785804634541262,0.0230157436098476,-0.0169392458283006,-0.00262238191919427,0.0160626013869199,-0.0350292426018435,0.241970974315325,-0.0014122225016775,0.0756817580837612,0.119476436954708,-0.00127878591289057,-0.0736771673680726,0.102763683556732,-0.000293208679711203,-0.000405027354467231,0.0188164015329368
"KEGG Renal cell carcinoma",-9.29048475048125e-06,-8.04636412346211e-06,-2.42457484406616e-06,-4.09122337124988e-06,-8.13302419683807e-06,-8.23668957759529e-09,-7.53610845029981e-06,-8.49378411715755e-06,0,-9.23755752674514e-06,0,0.375650613169959,0.163326379655226,0.497487706370763,0.583365245887493,-0.00508576174171213,0.141307285508008,0.314575249978814,-0.00135741265206343,0.0302519378336402,0.0434563238210721,0.222886110115517,0.452343615622127,0.314539281159366,-0.00599791180582777,0.0847951397575123,0.372364560482818,-0.000869449734012546,-0.0549659220873735,-0.0511898175869513,0.0813958698715038,0.143236120928999,0.0283171936000317,0.0306699293073035,0.0557019977260785,-0.000243574287391841,0.0254343976304971,0.0210313732260153,0.448790611790292,0.0185694023159764,0.0503123833906754,0.344933837317054,-0.000418386574791292,0.063135088760011,-0.016805979089694,-0.00732377369752031,0.123924461613597,0.187250343145444,-0.00110737479641189,-0.0414923222402022,-0.00447995381311139,0.0635938957345222,0.0367783366101339,-0.00335538325621846,-0.0201009735097734,-0.0451244114466569,0.23711256211524,-0.00264638690819697,0.0734447783265955,0.0658068819947517,-0.001572450360151,-0.0509539757303136,0.124712263473182,-0.000671159245916187,-0.00218002881588031,-0.0388797980546658
"KEGG Pancreatic cancer",-2.72796927756461e-06,-9.50881970299735e-06,-1.25859984280056e-05,-1.04708916368966e-05,0,0,-9.6302496333222e-06,-1.13692204436807e-05,-7.7381551166765e-06,-3.33228657220216e-06,-9.25695677372343e-06,0.367262863611587,0.0873661491986743,0.454638582128901,0.552357400260132,0.014803380115479,0.0805449211317253,0.291229475291417,0.000155995766034495,0.105280485292577,0.0483945687371434,0.100832460544399,0.390064371173248,0.302674346911135,7.65903951294973e-05,0.147063718122438,0.38205652810044,-0.00065289671318262,0.0115405409613172,-0.0596370381613465,0.0877092882756753,0.0840426204969391,0.00506543918434635,-0.0125115473558232,0.0995633221404284,-0.000932007684618259,-0.0148049050843673,-0.0222316580071946,0.455440068494983,0.0579590565713161,0.0929287358388304,0.393101507124357,-0.000106291608979547,-0.00860873667540913,0.0682820556469336,0.0184394639724993,0.119571178752436,0.204440622100511,0.000500780224781376,0.0518188508945405,0.0288877729336423,-0.0161838475280396,-0.010821002960012,0.00233414590713592,0.00414880344293416,-0.0373888941034659,0.122296399641704,-0.00171031298953229,0.0535121081335385,0.0488546534686675,-0.000841312741514876,-0.0316070145834566,0.00910633413763659,-0.000626619062305149,-0.00108686890154588,0.0888039709960092
"KEGG Endometrial cancer",0,0,0,0,-1.11075680594601e-05,-4.9677101325241e-08,0,-6.62800716192458e-06,0,0,-1.09427218104482e-05,0.444325953273668,0.127740117620923,0.570586772835123,0.51347529974734,-0.0221125482749948,0.296314811517045,0.488273648511531,-0.00110894856900427,-0.0108479232714319,0.0930873716768623,0.190107349001274,0.588315148269921,0.33092121215641,0.000828706468770127,0.1778983524269,0.58991050913286,-0.00186363745255817,-0.0334279036213647,0.0684283464847599,0.0872266827013804,0.0728882440726491,0.0384587069446037,0.0341579522167783,0.052996796597083,-0.000424406571289314,0.043673941985303,0.0222804965006121,0.392235755129595,-0.00448922694681396,0.197565524080945,0.620723204857484,-0.00125163321465171,0.0135693725184781,0.0596757345897291,-0.0253490870160261,0.257808626726339,0.370465492232456,-0.000752517093381915,0.0332753217659504,0.0964241115949573,-0.0217523322396334,-0.0142502017154977,-0.00253220844806452,-0.0414159662700128,-0.031537162304083,0.247138858801095,-0.000751742342381195,0.132472903235604,0.104013389958389,-0.000764106164819923,-0.0625741183228846,0.142136359899538,-0.000546089265010525,-0.000595953299752737,-0.01942898880973
"KEGG Glioma",-2.41857947069331e-05,-4.9146290247308e-06,-7.72201368495265e-07,0,-1.18803392059233e-05,0,-5.73461554702932e-06,-6.47139463509471e-06,0,-1.23611928348208e-05,0,0.39586475896268,0.114302097352236,0.401182903739164,0.561006934124213,0.0464390318373186,0.193789183430637,0.320269882720566,-0.00178593369257744,0.00751660969504518,0.0222168377912966,0.173465900957541,0.540429478705202,0.331427677952985,0.0360499572833589,0.10041988910573,0.434686497437412,-0.001022990547017,-0.0146248340997733,0.0055100391709879,0.129100908966442,0.0836180655029897,0.0345751594649273,0.0383970480099152,0.0898508511518212,-0.000491129161495978,0.0451269708247451,0.0277455990544528,0.275348172863276,0.016852075258052,0.116944148748158,0.434551906472858,-0.000550701033676642,0.0421100899174007,-0.00878972557259948,0.0419846560392333,0.203796351195868,0.229216652392074,-0.000400188097261817,-0.00598592742521759,-0.0184037182043812,0.0726547031304207,0.137324271991234,-0.00254849423254709,-0.0454743162012835,-0.00340511052048478,0.187929988265421,-0.00154258367536282,0.141748610521327,0.111918655299088,-0.000282787053841062,-0.0607176912079484,-0.0373721326188929,-0.00099731342524248,-0.00167492521992762,0.061649259811125
"KEGG Prostate cancer",-2.59120461891058e-06,-2.02342216565078e-05,-1.81293276141813e-05,-4.92694997741905e-06,-7.19710802887753e-06,-6.48056147792438e-06,-3.36973755314352e-06,-5.14291884568797e-06,-2.16450684958193e-06,-3.4846324155622e-06,-4.6181740205774e-06,0.411555792063981,0.121371601897443,0.479455607034322,0.499755911908111,0.035865686150624,0.14955338867971,0.26928939747385,0.000699517793033886,-0.0117506020709132,-0.0126420617576608,0.19669303201944,0.533191061383562,0.289515463555704,-0.00601001511366568,0.136528174083631,0.44495579112117,0.00074451849339224,-0.00476000929299204,-0.0144449707053875,0.121133572645693,0.0990913040553869,0.0282485496560445,0.0175064242255365,0.0951884315332216,-0.0013170925420492,0.0529034078413409,0.071378804611043,0.340088231528881,0.0392305075867039,0.188318741827983,0.453069028337952,0.00123750912266295,-0.0156531212280111,0.00384829759634988,0.0400829856322171,0.192756795433475,0.185584044272592,0.00107733856333354,0.00627036959356667,0.00695206800239913,0.0458533986542742,0.0401429852882332,0.00116059303389131,-0.0383694262485642,-0.00652841695299037,0.247280789574716,0.00131494744881873,0.045427865500005,0.0851451086879681,0.00032459286258024,-0.0697565902827088,-0.000331019463202165,-0.00071975508680191,-0.00125406242176181,-0.0305950768125828
