"","HA_HB","HA_HI","HA_HL","HA_HS","HA_HT","HA_MA","HA_MB","HA_MI","HA_ML","HA_MS","HA_MT","HB_HI","HB_HL","HB_HS","HB_HT","HB_MA","HB_MB","HB_MI","HB_ML","HB_MS","HB_MT","HI_HL","HI_HS","HI_HT","HI_MA","HI_MB","HI_MI","HI_ML","HI_MS","HI_MT","HL_HS","HL_HT","HL_MA","HL_MB","HL_MI","HL_ML","HL_MS","HL_MT","HS_HT","HS_MA","HS_MB","HS_MI","HS_ML","HS_MS","HS_MT","HT_MA","HT_MB","HT_MI","HT_ML","HT_MS","HT_MT","MA_MB","MA_MI","MA_ML","MA_MS","MA_MT","MB_MI","MB_ML","MB_MS","MB_MT","MI_ML","MI_MS","MI_MT","ML_MS","ML_MT","MS_MT"
"KEGG Neurotrophin signaling pathway",-4.59709437723154e-06,-1.47590326210832e-06,-5.56067104867994e-06,-1.71789172803585e-06,-1.13168901650945e-05,-1.4189317005248e-05,-1.52312604729809e-05,-1.18199825092784e-05,-8.89888871332516e-06,-1.1081433442476e-05,-3.87956980953863e-06,-0.19312909712728,-0.0201399901856824,-0.260070240972541,-0.390923340329259,-0.0422152593776816,0.033320711960209,-0.125043492796118,-0.000747203155201293,0.175236672894038,0.0411635706141895,-0.0166017104542385,-0.172528887088084,-0.184406865235189,-0.0419565612773026,0.0548047151978133,-0.136875055145901,-0.000947518960627845,0.308424284747031,0.0452631840460857,-0.0211141329587025,-0.00711389441113545,-0.0270870000312641,0.0516868091343529,0.0230288679802161,0.00037042263979436,0.111561252089839,0.115508546544559,-0.246993510480405,-0.0465395688068739,0.027025068872507,-0.130286549703182,-0.00124375048432034,0.253082254696928,0.0210641889455268,-0.0226426327298947,0.0961176116878788,-0.0864760155290991,0.00505065914284169,0.173379426505153,0.0735868650235174,0.0104882855248498,-0.030457873310226,-1.02740737259295e-05,0.017909087585268,0.0138559600696714,0.0469944008406282,-0.000230242719096288,0.0640770825086023,-0.0362246165333217,-0.000417394583516253,0.407391057595661,0.0102398267367819,-0.000834476071646401,0.000205591174770289,0.00358271734458535
"KEGG Insulin signaling pathway",-1.98689544001134e-06,-1.26512608367579e-05,-6.88362920255021e-06,-1.23243981117016e-05,-1.04465722612548e-05,-1.78338358961827e-05,-1.64231844385084e-05,-7.68145313992642e-06,-3.98193171528121e-06,-4.00495246872077e-06,-1.21251404500519e-05,-0.191127274837072,-0.0242714358209434,-0.259582171640851,-0.40689399681116,0.0145008456943722,-0.0431189744878806,-0.099135768357659,-0.00132388387587843,0.0734625987589459,-0.0561212595340165,-0.0362453656926179,-0.16597898111644,-0.151691438634755,-0.0425497455461515,0.0325675082874853,-0.135636508711935,-0.00104268218356896,0.163990807494871,-0.0262860557701817,0.000252723617799755,-0.00776260595311535,0.00984187979789289,0.0226828144235377,0.00519201694599516,-0.000752130940896279,0.0706569704120011,0.0337529487216227,-0.225559938161825,-0.0417648801524748,0.0156710250977449,-0.115165138181228,-0.00152519088433798,0.148022880085672,-0.0322948660278467,-0.00540946752605832,0.0149792651550404,-0.0846856089462767,-0.00112876706047792,0.0769238523642913,-0.0216897232051378,0.022284205225228,-0.0292915897576891,-2.0899603642522e-05,-0.00777226372185754,0.000948096140672987,0.00541125119407037,-0.00111436330549641,0.000314863499950654,-0.0282737382299057,-0.000563941746758153,0.264883856920016,-0.0478521013106334,-0.00112700505313977,-0.00160080965104253,-0.0383246420352048
"KEGG Chagas disease (American trypanosomiasis)",-1.15695538619693e-05,0,-2.90924464834322e-05,-6.63011925160771e-06,-1.09377362371631e-05,-2.21724962806002e-05,-1.32736776719637e-05,-5.55364931487794e-06,-9.94036165329624e-06,-8.61538364268068e-06,-7.82505397227844e-06,-0.195418933000569,-0.0190296017705631,-0.2444541943919,-0.356427902435545,-0.033422013688946,-0.000452287657020295,-0.137601358461148,-0.000572723055746274,0.101393483977121,-0.0148186423565919,-0.00212778222038318,-0.161712234192376,-0.215805480830407,-0.0308143797471805,0.00722148035217258,-0.135042355749772,-0.0016764129144638,0.148089927733696,-0.0569908213385097,-0.00842005065063464,-0.0265374865332166,-0.0268274663288249,0.0467286081215052,-0.0245081219764753,0.00190526570243164,0.0910145912186223,0.116378015737636,-0.293193845072794,-0.0370052306509139,-0.0491272811651986,-0.145997028787035,-0.000896554823176534,0.0725623142878599,-0.0451884604518132,-0.0188212868417913,0.0569764165262177,-0.0916925945841685,0.00562493471620599,0.0842740270459629,0.0244508205994747,-0.0155708647945785,-0.0364951429564882,-1.11585149718354e-05,0.0215707475661188,0.0172992503030465,-0.0524440013404074,-0.000916369279077175,0.128529229368852,-0.0362199457488181,-0.000464610124328909,0.291716681014309,-0.0722548061744919,-0.000499343753857587,0.00228777784443492,0.0481091520725825
"KEGG Toxoplasmosis",-1.04181750006455e-05,-2.50631354490349e-06,0,-8.01095698746464e-06,-8.48514839288002e-06,-2.93465071841113e-05,-2.07403238744317e-05,-9.84410599840762e-06,-1.26168725354716e-05,-1.36694440851205e-05,-1.3522588476135e-05,-0.218649439718467,-0.00162131802898216,-0.28879992403018,-0.395853905749517,-0.0222350561960984,-0.0262057877370033,-0.0942183767551659,0.0102585425067704,0.123674082532519,0.00665393869350536,-0.00803505474412662,-0.16896937241386,-0.215605193211662,-0.00499306994391303,0.0175340356692546,-0.0947969158687291,-0.00278029335162095,0.215878154523229,-0.0124036914456593,-0.012614538929649,-0.0259784099539881,-0.00414012349694185,0.0528510488175541,-0.0132031752615705,0.00174877032694058,0.0763056136858205,0.103723386742802,-0.268824521514451,-0.0317111673909325,-0.0395180286848129,-0.0932374361656246,0.0168025256129917,0.159240134385483,0.00580507408574369,-0.0128572197186975,0.0510023960242304,-0.0633223217071484,0.0162352797231969,0.109603285482554,0.0200806555427313,0.023428013288353,-0.0284831794848196,-2.79279348328779e-05,0.00838726957662079,0.0122376948784496,-0.0179855507819508,-0.000299083070559785,0.0250507368265583,-0.0282798330451126,-0.000887971397086654,0.343297492682796,0.000291399306934775,-0.000788191334788355,0.0410975866803962,0.0212199803338994
"KEGG Hepatitis C",0.000139491575113102,-9.8689021466048e-06,-7.16715719511796e-06,-8.69734473548089e-06,0.000110550936162672,0.00132455287490604,0.00023633716810298,0.000267201068804275,0,-9.00575730582501e-06,-9.12183771108705e-06,-0.191621804750032,-9.78175707671506e-05,-0.229726994989269,-0.394408888199722,-0.0327760356253905,-0.0168275510874142,-0.108552204507743,-0.00158782204604797,0.0708887125536835,-0.0322813020396799,0.0799116704819414,-0.159296535764898,-0.128248250577805,-0.0278599778124843,-0.0148972211136133,-0.0747954132491787,-0.00118709296590633,0.117472971013262,0.0595899169088725,-0.00747575401526781,-0.0277148350591652,-0.0180399790578333,0.122406539412269,0.0101926945355686,0.00143122843441638,0.16420650008103,0.0723091844672185,-0.234721277876226,-0.0369142661176758,0.0344072452571195,-0.13003991426639,-0.00100273420153808,0.0794977539886913,-0.0234842573988102,-0.0202558143539437,0.0628169153394667,-0.032765101056527,0.00691559335160138,0.0520740919216438,-0.0228011965146379,0.0267735096613294,-0.0367886711525032,-2.54155854428514e-05,0.0650864906934975,-0.0228656212330669,-0.0515347501228753,-0.000728234479354768,0.0583336368832413,-0.0369793140282322,-0.00146100752689723,0.27914694593419,0.0389975213791838,0.00067154183128502,0.00105202163104872,-0.00138687453918729
"KEGG Colorectal cancer",-1.47950732732391e-05,0,-4.59484149676544e-06,-3.81227659979259e-06,-1.19884946813583e-05,-3.48356360736358e-05,-8.15398961584787e-06,-2.2441665309026e-05,0,-3.62894852129841e-06,-1.1846298745284e-05,-0.175733918356565,-0.0315860579029925,-0.213796054684273,-0.351981454383684,-0.028067040284571,0.0481079182852982,-0.162737609016521,-0.000120872555627176,0.0700164721245583,0.0185170348983046,-0.0347592667517402,-0.176264155802282,-0.135447972837141,-0.0161718976459166,-0.0770509392727903,-0.158149788430655,-0.00056179571786025,0.0353031108838475,-0.00963663794312026,-0.0343464288635401,-0.0434913759612841,-0.0161264887459252,0.0576496885158417,-0.0304747484343455,-0.00096130090981727,0.130413984406991,0.0755943941900136,-0.204583332881001,-0.0347073095042391,-0.0076526351417276,-0.194625823110836,-0.000859116155223061,0.0790629439631643,-0.0247156053697807,-0.00638380442355761,0.00792360415185138,-0.133983604143759,2.13317391838843e-05,0.0587809621740576,0.000346014718336639,-0.0127830243799874,-0.0349679919518442,-8.34193544440049e-06,-0.00118254605443448,-0.0256631764209682,-0.0131873704139428,-0.00159496899448399,-0.00470970962862101,0.009573572399626,-0.000378104797636896,0.184272833461501,-0.0291639096845131,-0.000398032560807342,-0.000770089181030609,-0.0175666615014485
"KEGG Renal cell carcinoma",-8.56394981313636e-06,-9.80460137426367e-06,-6.48480190459979e-06,-4.83543998309365e-06,-9.72212771372736e-06,-8.91217747575142e-06,-1.03163628363916e-05,-9.35979067496858e-06,-2.49980141916925e-05,-8.61325937479687e-06,0,-0.185487472473304,-0.0385814945359127,-0.270311420440168,-0.363514728692674,-0.0258078722393567,0.0174277210412726,-0.10820562819158,-0.0013714170951821,0.0800359777313642,-0.00702633264841366,-0.0274348088012706,-0.139107603551266,-0.149470544676968,-0.015213262913335,0.0621660748631399,-0.13488396198488,-0.0010136433044703,0.202985959964069,0.0135362466146447,-0.0283087462460283,-0.024020641084639,-0.0274589619529803,0.0555000157002116,-0.00965788516867962,-0.000514257763733518,0.144048956113429,0.0751628852961802,-0.273348265156788,-0.0278457244567399,0.0858731802640974,-0.0516316792387725,-0.000708096170766298,0.164133773853598,0.0165766577541171,-0.00228920806482846,0.111738563542689,-0.114509901147588,-0.000782739397894959,0.0739413679254356,0.0467938551490192,-0.0142765977880765,-0.0389840673778345,-1.47513645719191e-05,0.0288386469415379,-0.0243263679616332,0.00867395539807125,-0.00358939368550841,0.0747250357538864,-0.00656349810932368,-0.00153605140982734,0.280743023955819,-0.0709950021939287,-0.000870950460505577,-0.00214035510665961,-0.0380268825768113
"KEGG Pancreatic cancer",-5.20743845851443e-06,-6.35941686974754e-06,-1.11723980237589e-05,-5.39826304594149e-06,0,0,-6.23853730994319e-06,-1.24312279298147e-05,-7.05472349011281e-06,-4.60173491753612e-06,-6.60745878994039e-06,-0.180477270996592,-0.0113959128240239,-0.238481940362685,-0.34712329399954,-0.0361926963119421,0.0878034216784207,-0.149539844548904,-0.000617790733730551,0.0422440409890985,-5.86344769712299e-05,-0.028275550703888,-0.146094179635129,-0.209194651120889,0.00728988069391594,-0.0471325788291591,-0.07820505852278,-0.000324202095871907,0.124098424054926,-0.0230803536849435,-0.0375474745331391,-0.0421738853854425,-0.0290841176689044,0.0629746653656199,-0.0265952656566166,-0.00130825464495697,0.14039659471444,0.163959578434813,-0.237134596802046,-0.0259277509602965,0.0150391106124928,-0.164646296384333,-0.000950267116664728,0.0925625789789316,-0.016534731252557,-0.00511456842446861,0.0584084762808607,-0.0961342124468415,-2.73329610959851e-05,0.0145600722410772,0.044466404100833,0.00436969050015294,-0.00954873127304184,-3.71936458954981e-05,-0.0325607917808245,-0.0118780484538208,-0.0278540789973525,-0.00122534058412298,0.0720202036668832,0.0301355638036031,-0.000148213065972197,0.278570150502089,-0.0400238779745314,-0.000747500294109922,0.00204062577840132,-0.0297064258816667
"KEGG Endometrial cancer",0,0,0,0,-1.11075680594601e-05,-1.10449969699119e-05,0,-4.47913633414154e-06,-1.69315036021774e-05,0,-1.12630901083492e-05,-0.185525584876903,-0.0417755828222247,-0.272928862225701,-0.398691793045594,-0.0502705204700826,0.0296133839270507,-0.179409586584142,-0.000459198017510811,0.152016869434457,-0.0203121803144285,-0.0307741443653052,-0.176391295939203,-0.0567567367788131,-0.0458010225023983,0.00194832682319156,-0.103215744879788,-0.00246937896263131,0.26655671233049,0.0370025334447475,-0.036756227485427,0.0199339858171161,-0.0218740128091356,0.0725779751566144,0.0700362314206908,-0.000904477231312287,0.196789600039526,0.2082299570221,-0.16707162152175,-0.0478842271372495,0.0345195175281962,-0.144152574508377,-0.00132173017980935,0.267213993675277,-0.0352351234371797,-0.0228242593220385,0.0301757235906023,-0.0982644925393938,-0.00036421704094776,0.045586942685016,0.00879809469852774,-0.00736669259542268,-0.0556587561373541,-8.3091551401472e-05,0.00123495100965148,-0.0404706139279654,-0.00722209463898095,-9.15807337137296e-05,0.0868142544240321,-0.0294579961478092,-0.000317271506743699,0.334827578391939,-0.044164816113473,-0.000590373216041236,-0.0016523174537856,0.0162678508184678
"KEGG Glioma",0.000252316704272764,-5.2860655120705e-06,-9.40439070317788e-06,0,0.000254254962567965,0.00344234079173838,0.000512599347510075,0.00054063896903092,-9.0703770555742e-06,-8.03784260382323e-06,0,-0.202975925302892,-0.0361929339618055,-0.2214683808261,-0.370603705703055,-0.0389322494854513,0.00481299359256991,-0.152099730008229,-0.00127510184023151,0.103763949367509,0.0317077689372606,-0.0328430535507541,-0.175005208490835,-0.166787528692507,-0.0405560535089545,0.0520230118108247,-0.123380037285203,-0.00177519039213664,0.332255145363228,0.0706404854061881,-0.024554645975694,-0.0236807365641176,-0.0302856468289436,0.0826875759374272,0.0100887104619447,-0.000954812785197622,0.177467340745324,0.0922275166887825,-0.24960231356026,-0.0572479245219212,-0.0193051304833459,-0.127136965473334,-0.000638604848538048,0.265841198714052,-0.0258420069050371,-0.0234536500289071,-0.0275518093053734,-0.161483983023457,-0.000242424192819948,0.0830894157572721,0.0846332665329333,0.0197449751302494,-0.0584341106198011,-6.63592869120718e-06,0.0436092760420918,0.0319927990801989,0.0226116075051347,-0.0013492937043042,0.0468866818209739,0.018570861230992,-0.000154885472475426,0.380288322934879,0.0158734427740067,-0.00134747403891993,-0.00238595887902595,0.0340766490154242
