"","GSM1274110","GSM1274111","GSM1274112","GSM1274108","GSM1274109"
"Timm44",9.73188184816667,9.39066835866667,9.3800264267,8.6630646896,9.24384990746667
"Senp8",5.41925486893333,5.3848362166,5.12157866778333,5.04499273106667,5.1211076465
"Tuba1a",10.6091538663333,10.436485109,10.2332954533333,9.9147690204,10.1355204713333
"Zfp523",8.2843554522,7.8629327162,8.27769817573333,7.8172366616,7.9811462246
"Gm581",5.07711942076667,5.46854120413333,4.97721222701667,6.58508003486667,5.46541520823333
"Anks1",6.1431745702,6.20882379526667,5.91772407973333,4.96188396433333,5.31230964456667
"Gm10778",6.0132461885,6.23682507333333,6.1785734893,5.320136852,5.35628246466667
"Cxcl10",5.90482311723333,5.78701227413333,6.1314196045,4.9571725989,5.46387937816667
"Ssty2",5.06030219863333,5.1087096214,5.1695547071,5.31871989536667,5.02339830703333
"Bach2",8.99156077836667,9.0797142292,9.21646877633333,7.60065063413333,8.97680340166667
"Idi1",6.75645870023333,6.90705623446667,7.1497854587,5.08530849996667,6.327639922
"Acbd3",8.0166132364,8.53273896793333,8.39125818493333,6.71161850346667,8.05949179173333
"Ptpdc1",6.52614502433333,6.5810244332,6.467691575,5.8000727407,6.32649579813333
"Bin1",11.665375579,12.009824815,11.08702871,11.04343978,11.8654391316667
"Olfr1182",5.1531711939,4.95575149871667,5.09098886943333,5.0436627789,5.04759914693333
"Tmco5",5.07510416813333,5.019202745,4.95243379515,5.1043419092,4.96147869465
"Amz2",7.4981365734,7.784037265,7.32615384,6.10298313016667,7.61563916166667
"Gm8239",5.10777106813333,5.01539149656667,5.04287991346667,5.05420534493333,5.12068361496667
"Smug1",6.5173367666,6.6698846628,6.29214030746667,6.7810022707,6.55367365926667
"Tagap",9.3256481544,9.13758498366667,9.0485278614,8.16253336933333,8.7286460141
"Orai1",6.45066314693333,6.5412471206,6.46277175973333,5.20711546446667,5.47539945273333
"A230050P20Rik",7.56465352746667,7.8534169472,7.97630076446667,7.2680206681,7.44599089973333
"Hdhd1a",4.97323954923333,5.23691793143333,5.05611337603333,5.59273888123333,5.16501427113333
"Uba6",5.8969941393,6.14562081956667,6.03777936843333,5.13429425243333,5.36937587693333
"Vmn1r151",5.302860627,5.11938519326667,5.06163497283333,5.11046414056667,5.00946750566667
"Nup35",8.0117190114,8.0527322002,7.79367144173333,8.0587753416,7.6545569652
"Olfr411",5.2693484538,5.24682346206667,5.26200687036667,5.03926547273333,5.2671928292
"Rhox4e",5.33698650936667,5.05974405893333,5.91217515413333,5.10799825193333,5.22372598206667
"1700024G13Rik",5.15688580806667,5.31952017943333,9.04886526056667,7.1497854587,5.3099078676
"Hba-x",5.03268559646667,4.9828503569,5.15424859388333,5.07446786106667,5.06094077856667
"Dct",4.94613823276667,5.31489782493333,5.1552719066,6.27895073413333,5.02610466623333
"Olfr1153",5.03090524886667,5.00758931033333,5.10113607521667,6.53405553533333,5.25234835043333
"Fndc3c1",5.08466273823333,4.99760801433333,5.016781381,5.92474928636667,5.20808872026667
"Capza3",5.0363145566,5.16205356723333,5.10059694126667,5.04982108113333,5.13011338166667
"LOC633387",8.58989983993333,8.99730258066667,8.84882341583333,7.69664218406667,8.88557531613333
"Calml3",5.28567867886667,7.9202745434,7.45283705793333,5.6451704655,5.89769265963333
"Zfp358",7.73904904633333,7.590999381,7.7334162722,6.9246268587,7.81097162153333
"Jak3",8.92289970516667,8.52672748226667,8.57571406586667,8.03785872166667,9.30458867873333
"Hus1b",5.35439556213333,5.23133681916667,5.40676994766667,5.10592377983333,5.06799294073333
"Pebp4",5.0632231818,5.21402595773333,5.0638982,5.03451863213333,5.2408949407
"Plagl2",7.53080190066667,7.0508481114,7.0602291056,5.6748138628,7.0098075711
"Tmem159",5.37848709036667,5.51431706893333,5.54571464683333,4.94557686938333,5.14036613866667
"Tyr",5.4039169147,5.71207816033333,5.45386970366667,6.58087513013333,6.06377807123333
"2310016M24Rik",10.75633263,11.00046915,10.96337632,9.97290744866667,10.4478068376667
"Irgq",7.1085135996,7.214718489,6.78316801796667,5.36206027676667,7.092270138
"Xpo1",7.54530829646667,7.9961549064,7.93000204793333,5.7596769037,7.48979871313333
"Tgm1",5.6199448433,5.87152043823333,5.3191272458,5.64261123806667,5.28674795173333
"Cdca8",6.66953910833333,6.9112125311,6.79426320583333,7.110282162,6.40368571606667
"Mas1",5.0816326988,5.50724135356667,5.05706639241667,5.77126820433333,5.3081899548
"Cacna1h",5.68289985356667,5.69018508886667,5.60804340096667,6.0496583248,5.38517756823333
"Olfr1383",5.223658813,5.62249261823333,7.0510710274,8.7573062332,6.86636441563333
"H2-Eb1",14.5920737,14.94515635,15.05871681,13.5289521973333,14.42923426
"Herc3",8.32167064993333,8.85001651356667,8.7974253703,7.351243738,8.57054624773333
"Hal",5.2017935061,5.04420669221667,5.61186565853333,5.78650169673333,5.1898053248
"Tubb6",8.32684752833333,7.9092017392,8.15220798326667,6.16963281,6.1726571124
"Gm9706",9.2937146794,7.88519746466667,8.9555189807,10.2830467423333,7.48453901153333
"Klhl24",6.88732156773333,6.52260690446667,6.38939356733333,5.37882630743333,6.09450017336667
"Mobkl2c",5.61476515146667,5.73079476246667,5.5766120123,5.4549548285,5.2197896366
"Tsc22d3",12.3897373616667,12.429275912,12.3862697423333,10.92831878,12.3334768023333
"Gm14326",5.6448048061,5.88502814776667,5.6914212548,6.62992871693333,5.53294080993333
"Rps6kb1",6.69237907033333,6.81672203046667,6.9368540743,5.13877382696667,6.71055472593333
"A230057D06Rik",4.965858817,5.0373175164,5.00765597296667,5.16794113693333,5.1075766683
"Gng3",5.38779619103333,5.37113285456667,5.34033394156667,9.47916217466667,5.08355747096667
"Smg1",8.99509634523333,9.49120810226667,9.43444376413333,8.33364498893333,9.0390673493
"Olfr545",5.4904110736,5.2434385196,5.3560246491,5.39615277293333,5.54438006756667
"Rcan2",4.99466125103333,4.98660205385,4.9702671541,4.9707450514,4.94742157413333
"Msln",5.02052874273333,4.9786009825,5.67523611006667,4.9963038608,5.29928944343333
"Kcnc2",5.02386849943333,5.08062754276667,5.08024700185,4.98682033353333,5.03019437723333
"Gpr132",11.562276401,11.3065274986667,11.403181904,10.5413142816667,11.3031678226667
"Klhl4",4.9933487305,5.06809646603333,5.0990545106,5.02560130265,4.96847298861667
"Gm7714",4.98481171343333,5.05588790793333,5.10629516895,5.07284553296667,5.22594202006667
"Sox18",4.9984616728,5.10956889145,4.96506401783333,5.08073191206667,5.0155374834
"Calr3",5.21655083633333,5.07637889895,5.2811310558,5.0152741779,5.00114748243333
"Gm4651",6.44914788,6.1915281717,6.564370587,7.1989237849,6.1538708559
"Vmn1r114",5.1202902513,4.95575149871667,5.16268553353333,5.00233919316667,4.99504922343333
"Gm8075",5.2289357096,5.01868982273333,5.13180719933333,5.2462202663,5.13125301586667
"Carf",5.37167692046667,5.54726516323333,5.4744477979,5.50645741093333,5.1934030847
"Ccdc116",5.62182135176667,5.3998809515,5.4917482392,4.97223755303333,5.55099541566667
"P4ha1",6.1296255973,6.0562820628,6.15286971673333,5.4945636495,5.72440786336667
"Gm9790",10.299823535,10.579405366,10.5166476976667,8.92486308456667,9.74291983893333
"Nudt4",7.3789554418,8.35916188746667,8.13328777946667,7.91111996546667,7.98071736306667
"Stxbp3a",6.187662983,6.22553035526667,5.90423772403333,5.4573404364,5.83291386673333
"Xkr7",5.11056469383333,5.07876763163333,4.95472691045,5.1973224098,4.96054292475
"Cox17",4.9667936456,5.0373175164,5.11535737331667,5.02372048773333,4.99183719593333
"Uts2",5.04172398703333,5.019202745,5.2133492911,5.0392627678,5.010736345
"Atpaf1",5.09576398336667,4.9961148973,5.0147540073,5.0308843346,5.04608010076667
"Abcc8",5.96245417343333,6.5617813196,6.70752826653333,7.66298030813333,6.47397600293333
"Ptplb",8.08189373313333,8.39696973366667,8.02902545373333,6.3840403772,8.0956268928
"Sdcbp2",6.90340049136667,7.1256074245,6.88847051776667,6.57032548186667,6.9403519871
"Tnfsf8",7.51953944066667,7.3357342617,6.9993442595,7.0074100398,7.0803434221
"Nhlrc1",5.45824567566667,5.66070410016667,5.39272466296667,5.30300580266667,5.42663703493333
"Ly6a",10.410232073,11.3741327136667,11.2163308426667,10.208911521,10.76660988
"2410002O22Rik",6.2232360104,6.56281452146667,6.02566787586667,5.01671906526667,5.60375430853333
"Ppil4",8.93385362383333,8.97885965403333,8.74485560276667,8.4412861602,8.77827952116667
"Elavl4",5.591923909,5.3172625786,5.72151522773333,6.0398736246,5.3162793211
"Agbl2",4.97427770813333,5.07287440476667,5.04723751856667,5.89819722286667,5.12983618453333
"Amfr",8.670130286,9.0593424929,10.78115462,8.4310998526,8.56966843133333
"Lats2",6.75733481413333,6.76017968633333,6.66467822,5.93862171713333,6.48043650373333
"ND4",12.8421648103333,13.632613833,13.2518660636667,13.0068343796667,13.087129388
"Ptp4a2",11.2675962553333,11.6601417226667,11.3187430393333,10.87880754,11.301491943
"Gsk3b",7.2979216735,7.7083847618,7.0986185006,6.27659886033333,7.85471444013333
"Col3a1",5.02844193596667,5.51052821476667,5.0951062104,5.31669087226667,5.1585300081
"Ptchd2",5.25561720936667,5.29928944343333,5.0962957397,5.30149618926667,5.16792079193333
"Gm4719",4.96312474253333,5.04148454203333,5.0951062104,4.96757273413333,5.0485615186
"Tmem126b",6.31764032346667,6.50231462173333,6.1732675125,4.98701740853333,5.89819722286667
"Nacad",5.5427683309,5.38373777046667,5.4322324541,6.14633176256667,5.71343463266667
"Gm4081",4.9581266075,5.07757589333333,4.94318889383333,5.66218796923333,5.68931388726667
"Zfp954",6.2795210338,6.11026796183333,5.6743993228,5.2905734296,6.00156012606667
"Fstl1",5.29134213626667,5.33317632866667,5.0277677341,5.01321211093333,5.13799680163333
"Cnbp",11.3163457936667,11.535893327,11.440889976,11.466459226,11.884876334
"Matk",9.44761105753333,9.14607663783334,9.48582056223333,9.2694012814,9.741695334
"Dnahc17",7.64590973646667,7.2130890454,7.63298611053333,9.83546601366667,7.8029414856
"Zmynd15",5.4111081639,5.43426301593333,5.10842234865,5.88458823346667,5.4176655384
"Klhl22",8.62080336186667,8.1966741844,8.8396421202,9.9011902841,8.59991574826667
"Slc10a7",5.23161063546667,5.15319141453333,5.4117557125,5.00709244706667,6.04390810673333
"Cd27",8.2948590526,7.94588261553333,7.9532531016,8.580936716,8.42350350963333
"Mccc2",5.68632010716667,5.9264925317,5.83250647296667,5.00265399811667,5.18707927626667
"Sp8",5.9330308041,5.74030727323333,5.9874879383,5.09821341166667,5.7330833516
"Mfng",10.5354006906667,10.162236687,10.5490008373333,10.0134501836667,10.4913003846667
"Elovl1",8.37454388353333,8.73400959733333,8.4310998526,8.04846728726667,8.82057932176667
"Rasl11a",4.96188809083333,5.05255695633333,4.988470042,5.0282195924,5.21628576596667
"Calu",6.37142877273333,6.51745174206667,6.1936028269,5.81706276936667,5.9452415346
"LOC319689",5.0986757596,5.14376931298333,4.9789082956,5.02560130265,4.9845223328
"Cdadc1",7.3496825165,7.2575077357,6.9534600707,7.2816862293,7.55833545513333
"Vps28",12.6026065496667,12.6769288216667,12.67458593,11.689583646,12.4433673773333
"Corin",4.98949234733333,5.09041909643333,5.08074284568333,4.98635378633333,5.03502223463333
"Trp53rk",6.5076871632,6.68188399453333,6.3832076612,6.15080552786667,6.40619764526667
"Tpmt",5.53973649413333,5.2497601313,5.23273248123333,5.1276306654,5.0484306118
"Olfr1046",5.10493380803333,5.08226247305,5.05505768656667,6.05329056386667,5.58001774123333
"Clns1a",7.90898245886667,8.24657445986667,7.94290753353333,7.1049823714,8.18957948406667
"Olfr1279",5.02249368916667,5.05974405893333,4.9669398327,5.8047598565,5.09291412546667
"4930579C15Rik",5.55117934803333,5.54438006756667,5.58302662613333,5.59398502236667,5.44372320926667
"Hist2h3c1",7.83762293466667,8.07771383453333,8.247439092,7.0926624677,8.12457525266667
"Asb8",8.32662784893333,8.47567335626667,8.22467759686667,7.47061353253333,8.12729952253333
"Raph1",6.35669874193333,6.02555711136667,5.97684597933333,5.13575780936667,5.6307287338
"Map2k2",9.71793546266667,9.37964571893333,9.14358169653334,10.1771629923333,9.8978201285
"Abcg5",5.1077270087,5.13103833955,5.06694014518333,5.14286118626667,5.20190234896667
"Ccdc80",5.1253194079,5.72054854966667,4.9806268379,5.08671361976667,5.03140858346667
"Acsl1",11.5729632463333,10.0068725303333,10.91218682,13.0203192833333,9.9627249328
"Vps41",8.75012135,8.68646376466667,8.5852162724,7.3448705701,8.56424925653333
"Men1",10.67666306,10.7536295,10.8801824,12.4277896156667,11.4677651533333
"Btbd1",8.80813418126667,9.2745982433,8.77126070803333,8.3502509972,8.8631212211
"Zfp637",6.41359452673333,6.65901928866667,6.49641863186667,6.40644133793333,6.933028005
"Ube2v2",5.28527625803333,5.6274386912,5.05866668203333,7.2460287687,6.04029925813333
"4932412H11Rik",4.96690869013333,4.94409081263333,5.0056746094,4.9812214229,5.12838657416667
"Olfr101",4.96707573783333,4.97546670783333,5.06601555481667,4.9975705567,5.12997920823333
"Chchd5",7.0999464677,7.50524615573333,7.72425260686667,6.57061987573333,7.3998676067
"Gramd1a",8.42092390146667,7.8771086682,7.69922133813333,7.47473293893333,8.83236973646667
"En1",4.95803757533333,5.04300366553333,4.9767000414,5.0937581656,4.98278664473333
"Ubxn2a",6.9944946131,6.8494294154,6.49529919153333,5.88396145,6.5919831566
"Nckap1l",9.7854381644,9.72836519596667,9.8216523671,8.41427638286667,9.30496209683333
"Rfc1",9.12048483093333,9.57441277613333,9.70228669363333,8.37424503813333,9.25716032986667
"Dnajc5b",5.19975802673333,5.1087096214,5.18972217523333,5.00472687655,5.9997159785
"Nfia",5.02341137133333,5.1585393038,5.20443500516667,5.29691026773333,5.05552975673333
"Cpne2",5.4917482392,5.83122305946667,5.4043143105,4.98243846103333,5.05170514483333
"Kbtbd12",4.96586000236667,4.98230750965,5.0990545106,5.330704172,5.1053849775
"Lrsam1",5.84529803786667,6.05669245503333,5.43014676153333,5.18374011856667,5.28864628266667
"Far1",5.74356859306667,6.04316035143333,5.9068013835,4.98386505776667,5.37651469606667
"Lbh",7.90778060326667,8.29041179526667,8.15949505166667,7.3942383807,7.9306234774
"Pola1",5.94125200333333,6.27807679853333,6.0787558112,5.26209128683333,5.56268089963333
"Cacna1d",5.40273288063333,6.1043769023,5.2481450718,9.63384485346667,7.3899236151
"Gm14431",6.24397067453333,6.13340354056667,5.82036586463333,5.36070682366667,6.15638441603333
"Gm10573",4.97268239343333,5.20863781203333,5.1925360113,5.0202387601,5.09102204706667
"Ceacam11",4.99530988991667,5.18614537795,5.9848235751,5.25758527543333,5.01724215613333
"Tas2r103",5.15792307783333,5.16933758633333,5.0338605353,4.98528141996667,5.09248826853333
"Il5ra",7.1555227434,7.54687611486667,7.3728312333,8.6063546018,6.7415056888
"Trim11",10.1532068336667,10.158942609,10.203162451,9.0950853166,9.6676877879
"Cebpb",9.80279069656667,10.3466903453333,10.2607272683333,8.49604740986667,8.73947461233333
"Gm5537",10.4773446353333,10.86695008,10.4137634323333,10.1219675256667,10.73718222
"Wdr41",5.90407794773333,5.622978144,5.73773076163333,5.10759414186667,5.55871654306667
"Rapsn",11.8834762063333,12.0296165856667,12.1466913773333,13.9167588243333,13.1302763336667
"Gapdh",12.5036690413333,13.0203192833333,13.2575629416667,14.78072502,13.7877183796667
"Lep",5.24821987116667,5.15929869123333,5.3848362166,5.02050520706667,5.0870711177
"Sfxn2",8.2241320978,8.09866283866667,8.35331653766667,5.9997159785,7.71392415593333
"Cox4nb",6.48909174306667,6.79055145396667,6.3986508242,5.8152547464,6.4817748582
"Fam164a",5.53106642453333,5.70350771406667,5.51975107276667,7.594901445,6.13776872733333
"Kcne1l",6.5719901252,5.9797915845,6.37093022926667,8.14283024373333,6.48581194433333
"Gm9817",5.04784749533333,5.17970166501667,6.14047497446667,5.03129196066667,5.02134022886667
"Sox1",5.7061344011,5.71783147653333,5.32635186206667,7.30226119,6.31888474153333
"Gm13088",5.04419555236667,5.11197613143333,5.05145802598333,5.0345666102,5.39563015536667
"Cbfa2t3",8.94340321293333,8.64268406713333,8.82633667986667,8.135794341,9.2390304578
"Abhd2",6.00675107133333,5.74341102903333,6.30952568293333,5.06962672536667,7.3159128053
"Msrb3",5.53052142026667,5.0256231035,5.0486076467,5.12469842316667,4.97721989993333
"Elovl3",5.047577527,5.09404778586667,5.0634639931,4.98607328633333,5.3498445356
"Tardbp",10.2063494636667,10.3108010146667,10.2938261863333,9.3690178496,9.54305399743333
"Gm13011",5.2650004818,5.24736230763333,5.06936209088333,6.13155770213333,5.2926596227
"B230104I21Rik",5.17284118896667,5.35426588673333,5.11144514548333,5.61787576043333,5.12828716186667
"Helz",8.58881546326667,7.95569069046667,7.97407744273333,6.1212750265,8.04798758973333
"C230052I12Rik",6.08882851403333,5.8980005193,5.5855393805,5.11208399676667,5.29744639393333
"Acot6",5.63451493356667,5.4191782034,5.8163095056,5.14261399663333,5.32151432093333
"1810009N02Rik",8.37061416013333,8.12729952253333,8.37473076646667,7.4196181855,8.8126909229
"Ctdsp1",10.6116487353333,10.6081769256667,10.72242377,10.82462752,10.75562866
"Gm6985",5.3642839441,5.90415098173333,5.35062572983333,8.03274340766667,6.1941697432
"Cyp4b1",5.74653351186667,5.37865521646667,5.49084781483333,5.1223565998,5.03245187076667
"Rcan3",7.1562733985,6.73870456103333,6.9209572494,5.5502595557,6.79306361323333
"Timm17a",8.4943923516,8.81680186226667,8.60330602413333,8.2957287908,8.59278843826667
"Wdtc1",7.47322770086667,7.577376391,7.55672240053333,7.2153233057,8.09106202206667
"Lnx1",5.24077456466667,4.9933325273,5.24605681033333,5.3830485159,5.0971086645
"Gm6744",5.04903641676667,5.18901333591667,5.09236752983333,5.0644000461,5.4259505612
"Phf17",6.9401636208,6.9488364307,6.7914248756,5.47987607063333,6.12456630926667
"Fbxl7",5.0645694701,4.9592730041,5.10341287956667,5.0222019655,5.0093019262
"Hrsp12",8.33870289233333,9.04282647303333,7.87186021966667,7.9693416634,8.77660543206667
"Ltb4r2",5.3854654808,5.464543879,5.71411293436667,5.0311634364,5.04212656686667
"Wnt10a",5.66592370163333,5.57439782433333,5.32601229503333,5.04981011073333,5.01607029833333
"Chrne",5.05096950066667,4.94130398031667,5.0316085099,4.9963038608,5.02960430793333
"Mapt",6.22946042963333,5.92327649316667,5.97904575423333,6.8408457865,5.7387474141
"Olfr996",4.9906419723,4.9817718222,5.07299834135,5.0329781407,5.06902403466667
"Med10",8.94157320756667,8.85380735623333,8.82890161776667,6.52323091346667,8.20604830966667
"Stk3",6.29399965526667,6.63039468646667,6.12314661826667,5.37838066703333,6.02433603023333
"Wdr33",8.44556180806667,8.41895497466667,8.2532845186,7.887618392,8.64235639906667
"Mndal",10.5103747993333,10.5373235096667,10.5813275236667,10.1117978336667,10.2864492886667
"Nrxn2",5.65347199513333,5.32079019516667,5.42295148896667,6.25349104446667,6.01126239133333
"Bub1",5.13120206576667,5.03628868363333,4.96346137353333,5.53697353683333,5.1009570236
"Klk12",5.15660331106667,5.29144571223333,5.1947673095,5.08303134586667,5.11205234346667
"Il4i1",10.1123444376667,10.6098959833333,10.505531169,9.6160242793,9.87018827016667
"Pla2g7",7.0284554572,7.66587739386667,6.938080896,6.57977264146667,6.9713280697
"Cldn1",4.97382964906667,5.05813198653333,5.1432233408,5.0742899625,5.00829652693333
"Ctdspl",7.4308790728,7.49870660313333,7.3176869109,6.23889673173333,6.9316910424
"Pcyox1l",5.3689742199,5.43739394146667,5.11599611093333,5.20571802006667,5.1383488897
"Fam46d",5.0071850777,5.0394548107,5.07474902896667,5.00472687655,4.95032932291667
"Trim63",4.9589803614,4.98758799203333,5.06786862836667,5.11589606843333,5.19948671946667
"Olfr166",5.45053793076667,5.35125705483333,5.44138014903333,5.1668147696,5.07196439756667
"Lgi1",5.07374771313333,5.01596106406667,5.26564906366667,5.94876768746667,5.11594323463333
"Cryga",5.75168288566667,5.58827151203333,5.79281874846667,5.44952748143333,5.2349885538
"Fbxl20",8.78419638676667,8.94061554163333,9.117508271,9.3804079524,8.48308948333333
"Arl2bp",8.40026421646667,8.07655012186667,7.98924005406667,9.09662078346667,8.58589387393333
"Kbtbd4",7.63968165033333,7.56328641393333,7.25154225046667,5.62017798573333,6.90152759873333
"Cyhr1",7.3448705701,7.45782767053333,6.9302371431,6.2034827492,7.65998416546667
"BC049715",5.1538413775,5.325158502,5.17355015223333,5.8245748348,5.35832646743333
"Triml2",4.97420721983333,5.0216772171,4.97803952745,5.1373614318,5.0846237062
"Cntn3",5.01382960803333,5.16205356723333,4.988470042,5.09797434386667,5.0012045952
"Pts",7.3171212844,7.73607247633333,7.3013443803,5.60473345053333,7.089128999
"Hcn4",5.12711743716667,5.09112112451667,5.13101406665,5.0849738757,5.11298718716667
"Zfy1",4.9752534081,5.00389778335,5.1166553219,5.0190642642,4.99329900406667
"Pcdhb12",6.1715751595,5.4181498929,5.85779461783333,5.3771758817,6.02997768206667
"Vmn2r48",5.5053729036,5.0044408196,5.13274017226667,5.11173045953333,5.0407850063
"1700012B09Rik",5.0424185774,5.06079353373333,5.25210572643333,5.33390610083333,5.24515586766667
"Rps11",14.36810257,14.72994836,14.77422932,13.7845536606667,14.81888557
"Fam193a",8.40620986226667,8.20941087453333,8.2854698204,8.70757245306667,8.22210520673333
"Rfwd3",8.96205023123333,8.77293354453333,8.7408785491,7.90651385066667,8.2324166944
"Scnn1g",5.07562224123333,4.95177565735,4.9623153377,5.0056985294,4.98115650705
"Olfr1129",4.98993054906667,5.15436981175,4.94318889383333,4.9831098073,4.97166601586667
"Olfr477",4.99861948756667,5.22000516506667,5.223658813,5.12589718386667,5.049583256
"Cyp3a25",6.00495953773333,5.06282387068333,4.96460246706667,4.95781851953333,4.94412995551667
"Jph1",5.40395758223333,5.07637889895,5.14510160073333,4.98100743046667,4.98783772048333
"Kcns1",5.0441213377,5.14142894393333,5.12846231916667,5.10541693526667,5.6779091953
"Olfr1293",5.08758257446667,4.9981953139,5.13353830043333,4.9812214229,4.96706383578333
"Lpcat3",8.72988225183333,8.4368419344,8.218177054,8.075009156,8.35916188746667
"Abcb1b",6.38429356426667,6.5202054212,6.35725475073333,5.07718132193333,5.94050963223333
"Casp3",5.97218401363333,6.57679237726667,5.92661464713333,6.83688675986667,6.7113415658
"Pappa2",5.117343757,5.10234574983333,5.0089778536,5.29372809603333,5.69480586993333
"Itga2b",11.667658362,11.7474697423333,9.92085659656667,11.6974141186667,12.67458593
"Cabp5",10.0296721983333,9.96592344386667,11.07950234,9.25230789353333,8.06381281386667
"Agbl4",5.70058343893333,5.34754686993333,6.35682815526667,7.3285525403,5.78617098913333
"Fam71f2",5.38098562016667,5.6307904438,5.3976826339,5.27160773823333,5.2653365006
"Cd109",5.05085310166667,5.00216299945,4.96291977955,4.9922222843,5.03236708626667
"Olfr1408",5.0167605277,5.1914416971,5.06497614943333,4.96390692735,5.02312103236667
"Sept8",5.22593245968333,4.9592730041,5.11883048236667,5.60804340096667,6.43680362566667
"Dach2",4.99422870263333,5.11577985165,4.9879422542,6.08036528613333,5.02030426368333
"Gm6522",10.306951379,9.9388760351,9.2150641213,8.24922878833333,9.73557283093333
"Tnk2",7.93841243226667,8.08139741,7.63754813226667,7.80057602746667,8.50816620513333
"Agtpbp1",5.710312318,5.70227284703333,5.5249236661,5.1749960882,5.27788068983333
"Olfr735",5.0545878856,5.0137707361,5.03681228321667,5.1252670496,5.14859162373333
"Ube2i",9.94845848923333,9.54664634763333,9.83869487983333,9.2878095733,9.62291865673333
"Vcan",6.27404704886667,6.46057502426667,6.07538976486667,5.01671906526667,5.3200763579
"Rnf38",9.7304329344,9.5666781491,9.43352626016667,9.1131721839,9.6003241266
"Clpp",7.76475132373333,7.8556709216,7.7303744154,6.36286111486667,7.73571175973333
"Olfr898",5.36179609903333,5.05193746195,5.2080075867,4.96584376966667,5.0345282042
"Gclm",10.2846760773333,8.87352997073333,9.08621141276667,10.94772426,9.02071069493334
"Pou1f1",11.891657586,10.9238801,10.86822464,13.6041262683333,12.7086202056667
"Psmd6",8.85838154566667,9.2429702681,9.15209320296667,8.16997338173333,9.0950853166
"Olfml3",6.02040654093333,5.75151480893333,5.88068821953333,5.63291883213333,6.1986961062
"Gm15070",5.12997920823333,4.9656631545,4.97803952745,5.20766058553333,5.03023369836667
"Tlr7",8.63427642126667,7.92234763306667,8.17446475753333,10.5380804053333,9.54454592166667
"Olfr481",5.38917861416667,5.78533292456667,5.17568530186667,9.56829221146667,6.76091424903333
"Ophn1",6.40889122726667,6.39040952853333,6.0084470049,5.17427921913333,6.2217870594
"Olfr517",5.02442132033333,5.01006479856667,5.05505768656667,7.80271552853333,5.07359407093333
"Olfr884",4.98800170333333,5.12294353473333,4.97337960916667,6.45901152926667,5.18489312336667
"Olfr784",5.02212504383333,4.96999491721667,5.01915747761667,5.00709244706667,5.08284712306667
"Mtap2",5.0561720486,5.65476851016667,4.97764859106667,7.58451424126667,5.52090436836667
"Klhl8",6.07398606443333,6.183006368,6.27452031413333,5.09238087786667,5.72433827913333
"Olfr290",4.98888149546667,4.9839244424,5.00854693573333,5.01692880878333,5.0821905598
"Klra15",6.4758530132,7.3927380246,7.1317033546,5.22925738963333,6.68222316786667
"Chd1l",8.35597102406667,8.1924828924,7.97425850686667,6.7742018007,8.31292371253334
"Gdap2",6.394743866,6.36080348166667,5.86095696446667,5.2928153616,5.64494692406667
"Gm5914",7.294556498,7.45331741586667,7.2687124962,6.56782215366667,7.0124887529
"Inha",5.00275655006667,5.0651835927,5.10477887533333,5.0843500257,5.05217286765
"Impa1",7.1568835525,7.52313858553333,7.3095736414,5.09974365213333,6.82166070043333
"Ppp4c",9.6447467562,10.1674602696667,9.97947660403333,9.65019305756667,10.2170003883333
"Gtl3",8.46514366973333,7.9372610218,7.85444014686667,8.484397767,8.28807248553333
"Pcdha11",4.97702857046667,5.0346452399,5.12625996341667,4.97555949516667,5.01920168646667
"Arhgdia",5.5204198175,5.4906964308,5.51301466466667,4.98386505776667,5.22323683173333
"Hapln1",5.01195412393333,5.17291019586667,5.2558626643,5.01194549721667,5.09551382153333
"Zbtb8a",6.01064512103333,6.12635010046667,5.93065797816667,5.0858518594,5.69473483243333
"Igsf10",4.95396497136667,5.09569276498333,5.0069121131,5.87283787146667,5.0935417146
"Cdc45",5.41730029943333,5.7524665985,5.30774097866667,5.53481963286667,5.62414685423333
"4922501L14Rik",5.11622396446667,5.0325757374,5.09367852596667,4.95612436221667,4.9898002327
"Cml2",5.02161700086667,5.25658153353333,5.10762148203333,7.3175114363,5.4000338727
"Gm12070",12.9488238733333,13.1951656296667,12.8551628476667,13.0985756623333,13.487233894
"Plxnb3",5.38492170276667,5.55605047846667,5.56372976886667,5.85574448656667,5.68386181923333
"Gpr114",8.65832441806666,7.99637239526667,7.8155974894,10.063671562,7.91545493926667
"Zfp397",6.03209611633333,6.1230033115,6.2501323664,5.0251432403,5.46119594646667
"Klra7",9.15834152716667,9.64253326266667,9.486598652,7.8268313652,9.23948858943333
"Crb1",5.16041058683333,5.06752761751667,4.94523294776667,5.08672687053333,5.06146109466667
"Usp47",6.81935286973333,6.87174080843333,6.3641650434,6.69115260093333,7.4124754896
"Kcnk9",6.7186788146,5.90149688933333,7.1635773443,8.16756663246667,6.33936263533333
"Runx2",5.0748091425,5.54886190983333,5.03429436821667,7.78606203193333,5.7656610824
"Rela",11.466459226,11.4156768066667,11.404041854,10.131325993,11.0677193
"Olfr745",5.02761843,5.10390699408333,5.01722016298333,4.99082634246667,5.01366552606667
"Rgs2",11.7317300436667,12.7108426456667,12.2565250676667,11.08268784,11.14237113
"Ino80e",8.24063009213334,7.71201564913333,8.0007263008,7.2802065112,8.0456093618
