"","Embryo10.12h","Embryo12.14h","Embryo14.16h","Female.1d","Female.5d","Female.30d"
"FBgn0031264",0.0910735431839208,0.0874422020771821,0.107959110650242,3.44093758502243,1.35057079436836,1.22972326518055
"FBgn0031265",4.08691111707483,3.91362665827921,3.49042893452058,3.80859098813998,4.1480392585505,4.10301078436901
"FBgn0021874",5.86267454792904,4.99931906760746,4.57335634721043,4.75518135455822,4.57288360666398,4.68840978369781
"FBgn0031266",5.62545461414732,5.4620948658903,5.14981620465532,4.58554547216597,4.93939115219507,4.96770352313862
"FBgn0031267",3.05055393651449,2.83462223271046,2.46343151467001,4.2632522964424,5.35357736380624,5.4185239289505
"FBgn0031268",7.5707209657742,7.20421898587239,6.13419218416288,4.30764709879177,5.25910296982858,5.24961599680919
"FBgn0013323",0.612662945589476,0.704917103288286,0.875909781858737,0.841911144085229,0.804130401502093,0.797883729165504
"FBgn0023489",0.422159787435248,0.415123697732384,0.328461958154332,2.07753697792025,0.913086630741199,0.945451140551758
"FBgn0010323",1.79501881285923,1.45029013117405,1.33616911046401,0.328914569808533,0.4931072468954,0.435033259528932
"FBgn0031270",4.85846844419774,4.72966696343116,3.00240729118915,1.52215118892109,2.13345831169199,2.51640855564335
"FBgn0000497",3.73347365632227,4.28194300535848,3.14471370650794,1.16335059081147,0.248816547057941,0.225339103071995
"FBgn0011244",0.0214559902622853,0.0424992202012767,0.0687049259585297,0.410496329815325,0.0874172174198845,0.271440019302903
"FBgn0026438",0.166120250667192,0.746445204481329,1.98504496225347,4.26018377149212,2.92747931996283,2.80717354327984
"FBgn0031275",0.251452491252849,0.555692490186707,1.73467710842197,2.61748656641336,2.68050215073718,2.5539625247025
"FBgn0031276",0.159782875673942,0.286657630996678,0.5544621345143,0.278361880953276,0,0
"FBgn0031277",2.46525358971621,1.73965803454546,2.07871229519432,3.45394683400169,3.59896064676216,4.51983121970686
"FBgn0031279",0.012917867127798,0.0205276610200423,0.0553297811552337,0.20574657422035,0.277558717536698,0.305190759001553
"FBgn0000442",0.42035088678724,0.43722773891291,1.36708026059693,2.72860625219838,1.76406159690969,1.98841202572479
"FBgn0051658",2.77745548654466,2.5822934519808,2.18807803877179,2.18982139680523,3.55035893682707,3.50066185503109
"FBgn0086130",4.33287975805316,4.04229412620617,4.21144057603039,4.02853379159086,4.19469382746014,4.32659487071889
"FBgn0031281",3.69102042042458,3.10088180116423,2.69803840797586,2.43840198120931,2.93685273735876,3.06866221293363
"FBgn0031282",3.03920157624783,3.08825525721729,3.36453741500096,3.34977996450381,3.4491083566767,3.69619417350754
"FBgn0031283",0.885908546761267,0.898223834062576,0.529357211054156,0.502035208567176,0.849693479764791,0.860919903603274
"FBgn0031284",3.15126785300331,3.23180716555145,2.81323530038833,2.65336962431089,3.68413424862587,3.66190918114386
"FBgn0015621",4.05257239790131,3.30717931088878,3.39212505061488,4.3617332739964,4.79498243529955,5.01989313446603
"FBgn0031285",7.14672649170961,7.09992635055603,7.49214961983532,8.17638760468598,7.50778671328109,7.52499609730864
"FBgn0031286",3.65927382925281,3.48829648015135,3.07704640979285,3.27930785028488,3.48373840160057,3.62496648594482
"FBgn0010583",5.39449699304459,5.88245719870831,5.58427705777114,3.98342232784354,4.56443914339827,4.54688211592004
"FBgn0020304",5.31779245837509,5.74648744880362,6.62704354018329,6.14626419486653,5.58788400372797,5.57001049990447
"FBgn0031287",4.4389514964528,3.47848004040862,3.1098469481543,3.23290783552678,3.57983182097158,3.80455957028215
"FBgn0020545",5.44868624840779,5.15136771689247,6.05216806182003,6.02827740127519,5.89352967405534,6.25023966656719
"FBgn0031288",2.19792199118229,2.5218673626834,1.44265161077522,0.211888138841977,0.048544364857249,0.150820897702667
"FBgn0262177",8.94906796585291,0,9.89339406669146,0,0,0
"FBgn0031289",1.8033262441441,2.30165787751235,2.81558567523983,1.88899061640922,0.776452720080353,1.01748725291015
"FBgn0029095",6.36102436569644,6.05719463690199,6.0689953375577,4.63831716281133,3.94221420585132,3.97093645971515
"FBgn0086031",5.9220931635598,5.88388469978015,0,0,0,0
"FBgn0020305",6.46852141141992,5.75209559203415,5.32705856274109,4.80480218622303,5.29563854654239,5.37945114984999
"FBgn0053526",5.16259273808864,5.30927806912404,5.1586763308556,5.26661415644348,5.43918760396439,5.50091356448606
"FBgn0002936",0.254393285245991,0.38156357703401,0.646925746999754,3.43377403277384,2.43009789781798,2.51692285127829
"FBgn0031292",0.0215574744965334,0.0373763176605021,0.0232625923753302,0.0615200489649424,0.0219752755551661,0.032244611675369
"FBgn0002563",0.0346873318959006,0,0.100995941923568,4.50960717489542,4.63039382176603,5.59901422443926
"FBgn0046113",2.41119572152343,3.86141946316529,4.72688569844489,1.66211433120966,0.998535642960252,0.894221746540159
"FBgn0028481",2.84184031243432,3.36756257349989,4.08116064307556,1.78481384640849,0.921002847801886,0.952505039310464
"FBgn0031294",0.542747368561966,1.25040984935771,3.08937441816254,4.8597757848427,3.182539757818,3.42101992717741
"FBgn0031295",0.135554044278825,0.0293031840535481,0.158806214574756,0.17173717020029,0,0
"FBgn0031296",3.32062330871815,2.57762218153406,2.5919857297458,4.29841637995273,2.52095271073698,2.1627900919574
"FBgn0003310",5.05185060032938,4.97330819507802,4.72503763027037,5.06005603289486,5.34172606720744,5.36325519682662
"FBgn0015905",3.45882818362044,3.4301434054514,2.61009526948687,3.28384919136793,4.01161192281412,4.05165921993005
"FBgn0031298",5.77276455200437,5.59559913682989,5.24820463613656,4.8474307380472,4.98650650494412,5.0947554479201
"FBgn0031299",1.39550157538498,1.37737921822002,2.63269165415501,3.09836565445926,2.39620059871847,2.58834885665562
"FBgn0261938",4.0874288950853,4.22258047468321,4.26745339880264,4.18900218599396,4.13252749079828,4.09211439074006
"FBgn0031301",0.0539401439193507,0.0326388786600353,0.0582831036553032,0.0661710470827851,0.00954394731622927,0.00994697362108104
"FBgn0016926",5.1340607227023,5.00665708190145,4.71836710645099,6.81261373899516,6.92998031535431,6.95944560504262
"FBgn0031304",4.82481875891563,4.70458981475491,4.8848860405167,4.82818981054999,4.70488855977932,4.80984657060905
"FBgn0031305",0.0131999602581134,0.0105229087622999,0.0143417801463744,4.84809208121338,5.50273157752533,5.43831614213212
"FBgn0031306",0.212147207093582,0.716170903445096,2.37358696682993,3.66674523203661,2.77398156061269,2.88167636441534
"FBgn0031307",6.57269416393466,6.4040055853107,6.85221112945364,2.75057863675732,1.62277108358581,1.24044866928369
"FBgn0031308",3.42433629421668,3.21716711213403,3.32426336979124,3.48571018586717,3.51790555352995,3.64668110454186
"FBgn0031309",4.30893600941457,3.9904648052747,3.91315749694041,4.11232481643825,4.80664370422294,4.88660379624382
"FBgn0031310",6.04254147168596,5.59439925632925,5.56332289580811,5.36787424360197,5.45784706308056,5.643864845919
"FBgn0261458",7.00917918848569,6.53776508419313,6.84876063143291,6.71408062881048,7.00102530158613,7.0449841920958
"FBgn0031312",5.49106741513034,4.86157330696468,5.29653082509808,5.98198732897731,6.11400047387657,6.36951010584563
"FBgn0031313",9.2748859484381,9.08595305616387,8.62142553924616,6.53697294674817,4.6232581989027,4.78402754269755
"FBgn0031314",4.66270112726022,4.14935692949372,4.0489946568687,3.20671198164061,4.00994727450533,4.11584894094123
"FBgn0031315",4.85707529538708,4.72623723616529,4.28809273923341,4.27581163231843,4.64548839690597,4.69074672095397
"FBgn0024314",4.43588191012736,3.72285943311078,3.68947808835962,5.61130814282916,5.83937513733192,5.85911480627165
"FBgn0051922",3.53679892889127,3.99011077302157,2.04881161411526,1.32135090142462,2.79821437736389,2.55738313052609
"FBgn0031317",4.112066208391,3.97420806599245,2.95367498444949,3.62209868797558,4.18047411782583,4.29398104291545
"FBgn0031318",4.90562527824415,4.95301374668851,4.7288783037926,4.47088822299033,4.54491189996519,4.67955328803153
"FBgn0031319",4.08833668002127,3.87175495551416,3.50227967617758,3.60423741386593,3.86168743853819,4.00418675153187
"FBgn0031320",3.97195733541501,3.18964272832092,2.72343405402949,4.56922979855939,4.77966945902546,4.82492565519121
"FBgn0031321",4.25376997201678,3.44107441011259,3.59444105998846,3.89894354290607,3.9871662181977,4.18798147554054
"FBgn0031322",3.19171108147759,4.20339694854612,4.90851031346648,4.74299785760244,3.15491205834375,3.23063649470031
"FBgn0031323",0,0,0,0.101404945013088,0,0.055834103374709
"FBgn0263080",0.193056367734214,1.303289783093,1.17466207953359,3.45634488610174,3.46828353892636,3.60720009539752
"FBgn0263081",4.31157577152755,4.83413475065417,7.26916409052926,9.01296806328735,7.06252110971666,7.73876783680019
"FBgn0040723",2.60814450380754,3.20552232467799,3.91037769991103,7.23426179674851,5.72457115050858,6.24244245164235
"FBgn0031324",1.04343550169453,1.70888468276166,3.1352951667858,0.348331013253227,0.186249522080929,0.33219119160926
"FBgn0259229",1.06026878750177,1.66248808522287,1.39749084606381,2.57049207608601,2.4836016944521,3.02384437687859
"FBgn0031327",3.42498253506059,3.59225370011491,3.38821985134658,4.60440941570046,3.18690617936387,2.68030635117732
"FBgn0041097",2.52316798379675,3.99996393217313,4.71918344048179,0.949916613095166,0.430677076085938,0.499557638108655
"FBgn0031331",0,0,0,0.0434051233952563,0,0
"FBgn0026141",0,0,0.0572818179556605,0.0464951113291041,0,0
"FBgn0031332",0,0.0203473004922692,0,0,0,0
"FBgn0031333",0,0.077466291699089,0,0.0623331258622837,0.032161512685237,0.0340704523035861
"FBgn0051924",0.0968099460565042,0.055573982301506,0.0609594874561519,0,0,0
"FBgn0031335",0.0736694449325245,0.220056250287839,0.090497521777153,0.0252705231378907,0.038364536793358,0.0408256759711101
"FBgn0051659",0.316497971816024,0.795641454449409,0.507851459069112,0.25367226192907,0.326637435950787,0.378638130964366
"FBgn0053126",4.27733018046102,4.34726878972404,4.13964139013069,7.55322992983881,6.25279408673038,6.49108184986749
"FBgn0031337",1.09169983413681,0.680766325497565,0.777590145993152,0.208188854801087,0.521569410650991,0.485667943191513
"FBgn0002543",6.02182170509681,6.45168588647002,6.03414747100798,1.74987747027361,0.900335508640983,0.843061671271542
"FBgn0051928",0.0539110978349058,0.13835446282171,0.272203589335365,4.05209413867133,6.03633188812701,5.63877183999658
"FBgn0053128",0.787489301904077,1.00921099491458,2.08253569569008,0.196739222140238,0.187036714597152,0.328103444094738
"FBgn0051926",0.0599174314726375,0.0631710152372648,0.0653253848905736,3.09445735621166,4.93855397836237,4.86345284633763
"FBgn0051661",0.0422694681341026,0.0335333733976746,0,3.31822716727738,5.38642815394004,4.81916744464507
"FBgn0031343",0.62103017618139,0.599793852122242,0.674497712798933,1.84367437487524,1.79517262782951,1.3134896669656
"FBgn0031344",2.97458988237822,2.66985448979373,2.50273285028696,3.74339647994238,3.88253545453317,4.0437381998014
"FBgn0031345",0,0.0329271402385581,0,0,0,0
"FBgn0001174",1.84557836626804,1.28344770837798,1.04076621122174,1.42052012970028,0.77663042305105,0.786836372926231
"FBgn0261509",5.77860547323999,6.06550338041795,5.65474485303202,2.29022090227333,0.484774375400647,0.480524680392577
"FBgn0031347",0.324704629114185,0.546583853557826,0.435137834273934,0.271308534540307,0.150917056754209,0.184384405948387
"FBgn0051935",3.01049520954696,3.24744450941735,2.90581490598123,3.28960284830243,3.92705258109655,3.94858215961272
"FBgn0031351",3.85124932023306,3.62875026930506,2.40043682809336,2.56395127255932,4.06026359873829,4.16944402292781
"FBgn0021906",8.33131110115367,7.77994255349205,8.47863616148434,9.94556966433227,8.44537495721524,8.13762135269499
"FBgn0086758",3.34154177275492,4.63916268990524,5.93996231504029,1.25658800965002,0.469002380550635,0.640843006394321
"FBgn0011570",6.17137298082783,6.24368621591495,6.0586303731803,5.44773787105357,5.98919578738441,6.00104557492951
"FBgn0031356",5.08761558910934,5.16048863781642,4.94541106078359,5.17539286033142,5.44645806071937,5.51136366655901
"FBgn0031357",6.41204813831448,6.09551095691472,6.59397517932056,5.68718949464692,5.63324228747532,5.78009220833907
"FBgn0086698",3.84163101678383,3.66855032527761,3.44521420137143,3.00213721158118,3.36510459055963,3.40507200782712
"FBgn0031359",3.90366497339684,3.71252975170307,3.83311272883914,5.45851980960054,4.74559231407895,4.46135174777575
"FBgn0000579",7.87431746302359,7.72147519765246,8.15727113503317,10.4165231044994,9.45571147678072,9.30445628260876
"FBgn0260648",5.2855316856848,4.83953638861154,4.04296820709992,4.70597790168252,5.06022468241732,5.26308324624544
"FBgn0031360",4.4759214553704,4.35985847200125,5.18816351558358,6.5617767173305,6.25324428638308,6.46179864661913
"FBgn0031361",4.58693283785313,4.2413825967212,3.06384114216946,3.08082988970678,3.69720668091409,3.81793018125281
"FBgn0031362",4.82775298424832,5.32354661184797,4.66152159585276,4.6180212950996,4.38298535751848,4.49275049408254
"FBgn0027597",5.65860852635064,4.95407530508315,4.66556900376067,4.04480501033689,4.80462151865652,4.90954751542442
"FBgn0031364",0,0,0,0,0,0
"FBgn0031365",1.42096739596325,1.68370543603757,0.7352136761856,1.75750548702388,3.9903104942045,3.28720039743073
"FBgn0051933",0,0,0,0.0299523446265689,0,0
"FBgn0051664",0.062598938396928,0.226012749412095,1.1468246343541,1.06887714085031,2.19188791523385,2.48394730636932
"FBgn0031367",0,0,0,0.0277932828606297,0,0
"FBgn0262275",0,0,0,0,0,0
"FBgn0051665",1.27188578299009,2.01550470577974,3.20477144488247,2.48582351376458,1.30164617259824,1.19963779825578
"FBgn0051663",1.44595971897257,1.99548451887751,2.76465613218868,3.4296855867836,2.24142531096795,2.33662330961753
"FBgn0031372",0.023461751172731,0.158967745174245,0.216046289452599,0.0418995464704344,0.0321965023171102,0.0999972236542059
"FBgn0031373",0.046445798463151,0.0367909649166125,0.30195632074045,2.5881113505185,2.39395429620415,2.92827935218772
"FBgn0031374",4.62078579354926,5.07581925918046,5.68392939987347,5.22252637965656,5.12641125851084,5.01979085714107
"FBgn0040719",0,0.0543489506834969,0.0805883577485788,0,0,0
"FBgn0053673",0.0407071647883607,0,0,0.03674891386389,0.0550348521282169,0
"FBgn0031375",1.78509852715617,1.93148261630235,1.56639141425684,0.603736237817298,0.206411924175451,0.28296044537577
"FBgn0031376",7.31281036502844,6.61296725311169,6.70121634485929,6.21165861283753,6.04660674007132,6.25091800409127
"FBgn0031377",3.38422805982504,3.73508887047818,3.64731450954714,4.41379038172369,4.97009438352708,5.03782585719401
"FBgn0031378",3.61843836339853,3.04391663944843,2.43321052122394,3.01789697231193,3.75018842712754,4.01365877453899
"FBgn0031379",4.89554014229399,4.75143694086353,4.14860063590714,4.50792780590261,4.93767395193714,4.9352287095125
"FBgn0001125",4.78941626839572,5.26342883883511,6.4302752356397,8.33353107311298,8.19794400162707,8.1785204497984
"FBgn0031381",6.51664083072525,6.52156275250388,7.67642257089174,7.85679276993838,7.40368526621733,7.48034591588535
"FBgn0262148",0.0237247462879388,0.0555557970573574,0,0.472424343475672,0.269471276091171,0.394566822136747
"FBgn0043539",0,0,0,0,0,0
"FBgn0053543",0.0324151682922686,0.262962269278321,1.22734061386956,2.03758253359524,0.94519940615984,0.874885865430689
"FBgn0040718",1.48766641773406,0.424371771077669,0.645590074781549,6.18711845152108,5.22109598971689,5.21417532988713
"FBgn0040717",0.217306416942082,0.162077235216386,0.131179334534359,5.00233347445069,3.92879667234214,3.51775441213008
"FBgn0031384",1.41382151640215,1.11570581098448,1.81442327202714,4.31665262438687,4.7712411857413,4.75480735021251
"FBgn0259192",1.58638525804992,3.11956036453426,5.04460832181049,0.160628522672558,0.0821402510021783,0.0959286046517663
"FBgn0259230",0,0.0274620955929252,0,0,0.0476084628148441,0.100271933377387
"FBgn0003557",5.15446979536338,5.10953607940965,4.6592509913202,5.4517946669891,5.81560360622492,5.8664604656271
"FBgn0028952",1.80477637795583,1.8685366413792,1.15465449309489,1.11229979187891,2.79195989578145,2.64602667789453
"FBgn0053516",0.0735834885153938,0.159972705243436,0.683635377052401,1.21847741053673,0.471291528412774,0.464862704101532
"FBgn0031388",0.0431753755452425,0,0.047145799458999,0,0,0
"FBgn0031389",0.162201011384125,0.108295213141539,0.28436606581035,2.85313536090704,2.69308322518338,2.5599714081674
"FBgn0004507",5.71610470879309,6.85928629220973,8.02600325926406,9.48288255957275,7.98423615215444,7.89443582289101
"FBgn0031390",5.15366754401754,5.18054572526864,4.77200703015982,4.2584510847915,4.92104113515634,4.88888933720185
"FBgn0031391",4.22660871348574,3.84892834635712,3.28239235690723,3.53982881062305,4.35277970776063,4.45493916124739
"FBgn0027509",3.87896070420414,3.66510847935065,2.94817096498254,3.39512862440558,4.2744033142808,4.24835266617305
"FBgn0031392",5.02451915310391,5.10842409189303,4.89242017097337,5.23320933702923,5.93623510586653,5.9620029349306
"FBgn0031393",0.948422181448897,1.19760122945624,0.536215069947162,0.679544505604442,0.769285964247266,0.527772990132336
"FBgn0000097",6.13458033638116,6.20492126096533,5.37726259663846,4.24083330086179,4.53802903338488,4.52890257562639
"FBgn0031395",5.29506910926468,5.3180962620735,4.39828879725962,4.47710091144832,5.08285158519619,5.14703392873
"FBgn0085201",0.734448204585244,0.618444471672087,0.24607116569378,9.47323289021624,7.74303018243616,5.80481509018351
"FBgn0051668",0.60463879864949,0.780819887211191,1.19118992739417,0.0589345917635338,0.0725531209787373,0.130541091886861
"FBgn0053124",0.235489347823934,0.424202979425417,1.0176369030495,0.104793552725908,0.0904655439547317,0.0576138549957882
"FBgn0031397",1.17401005441639,1.45670628710123,1.97489269371145,2.41464431130591,2.05466791180448,2.32498912948504
"FBgn0010288",3.19321978726248,3.58772501964711,3.8524283845636,6.97851598958229,7.70615753643281,7.70595717315659
"FBgn0085203",3.24752805941581,3.33506586815039,1.86304243300724,2.24275797023499,3.60788656889436,3.68200015043715
"FBgn0031398",4.43130202799592,4.28666679704867,3.82155716288811,3.4190399293844,4.78247671388292,4.78339902922447
"FBgn0259717",5.62587538255013,6.02034440216485,4.86807925966,4.93139467831361,5.7162556457307,5.61473928657071
"FBgn0031399",4.00837035282232,3.73704854674619,3.44905948035147,3.81314498274452,3.83712581946413,3.94341502893787
"FBgn0031401",4.50808632047764,4.35781940623311,3.54429990614744,4.71143433421268,4.4922185327867,4.56546922847531
"FBgn0010704",7.09503828253495,7.01039942545687,6.5304391119488,5.64639886184884,6.04531845954818,6.064096033801
"FBgn0031403",5.81204121395734,5.60193417318867,3.11955372474514,2.29456193719443,4.31901090354857,4.08932017583537
"FBgn0262126",6.16215362957441,6.41847164409984,6.48347239110137,5.4793243488594,5.68565427145612,5.70298438427405
"FBgn0051679",0.0228534001575789,0.0180807738149931,0.0249905111667744,0.0408155783562452,0.0313783976738332,0.0332219705544418
"FBgn0052463",0,0.03998494780068,0,0,0,0
"FBgn0051682",0.0230024947313913,0,0.0251561146861949,0.119892646946524,0.0315789799646339,0.129343691300514
"FBgn0031405",1.56842131231148,0.947696076279224,1.02638931959211,4.31227308358699,4.28051839239717,4.61622829095304
"FBgn0051686",0.259719615536492,0.31175419928178,0.169763410548474,3.08195823098611,2.4444789000014,3.32832953665451
"FBgn0262106",0,0,0,0,0,0.0925614368977896
"FBgn0011832",0,0,0,4.67426855061579,5.02626448110925,5.40535934044777
"FBgn0042186",0,0,0,5.95067369896785,5.46896772381765,5.9577405177832
