"","Embryo0.2h","Embryo2.4h","Embryo4.6h","Embryo6.8h","Embryo8.10h","Female.1d","Female.5d","Female.30d"
"FBgn0053127",0.192300232616965,0.0368901105402659,0.0364190729647439,0.134708416018752,0.253168783708638,6.80326579025828,5.61498952318573,6.08135454181437
"FBgn0045202",0,0.0329894671161213,0.110798325044138,0.0973721254626673,0.0304627898150151,0.234881411128487,0.0945109328140473,0.193510615614381
"FBgn0051921",0,0.0280552066358796,0.176390437281231,0.112301259998379,0.134909588316313,0.134691464230188,0.0537393109484495,0.0968521710725567
"FBgn0031250",5.01244799693781,3.96379776924957,5.47087195830995,5.25352038977118,5.3227357779801,4.84812213506429,4.89209468437731,4.99829029539528
"FBgn0000061",0.219382294599709,0.569230527816126,1.14645320460541,3.45713722157727,3.99451636733346,0.796557055686695,0.204093127096403,0.213389589797835
"FBgn0031251",0.038046868377032,0.548897227115976,0.80667545881502,1.05388288504948,1.88290124421614,3.39842835914971,2.06486561086232,1.63579617427807
"FBgn0003278",3.42620167735396,3.49511950455662,4.25049171187861,4.51299165354126,4.5982818239075,3.81208743517108,4.17243150918078,4.05635808965337
"FBgn0015567",6.30827895452098,3.89040777927471,4.99370153089289,5.44150671868415,5.52228805860953,5.28868708123178,6.00703623989645,5.91659129114381
"FBgn0023444",6.66887080537553,6.83200387670116,5.60107248129355,5.51163881470853,5.60793094171636,4.96385786680749,5.92733708769875,5.85430989298964
"FBgn0031252",6.03374894771599,6.16122663154725,6.37696232210194,5.58692683481544,4.99962575243644,3.78686814839769,4.98910266698508,5.08736100035891
"FBgn0002593",11.1353437570584,11.7420062108667,11.8996212669051,11.9126087017585,12.0286382133808,11.7104061077602,11.6190277807242,11.6336310057147
"FBgn0031253",6.25574619702354,6.12505591679057,6.27041307361839,5.54742515060513,5.3815118042088,5.36838772347449,5.64532987118352,5.871890456503
"FBgn0031254",0,0.14081267812182,0.689749121742841,0.80395357491864,1.15388962591118,0.497267968088782,0.545521657378894,0.587297775625035
"FBgn0004583",1.78833908811338,3.03735234859307,4.02682661176883,4.8297582471423,5.11574076263314,2.7231303855579,2.60748892750022,2.59158846779903
"FBgn0015924",6.65743850539915,4.34254763438408,5.16032727742267,5.54932724475044,5.21931955982157,5.72555849080635,6.42500436246733,6.3504636545291
"FBgn0031256",6.0385612882345,6.6263033300638,6.30293131690348,6.47489674947675,6.46464376450188,4.91174430398357,5.55954993588022,5.70136052951637
"FBgn0262510",2.39220200255862,3.24159463000314,2.48136353067483,2.42294071661349,3.18468654077073,0.869136253605536,2.29271991811542,2.54132402038674
"FBgn0031257",0.873346264327624,3.57750133863441,3.8972404255748,4.37905946589707,4.44795602000594,1.73962347400884,0.793548845091193,0.963997098607473
"FBgn0031258",0.530951676140419,0.498311127513493,0.162377631901271,0.532954247859945,0.864843418036176,1.75039212114534,1.50024117918946,1.6995960497901
"FBgn0027592",5.51732294227344,6.13106261678247,5.85679899356184,5.74938409085269,5.55485894801749,4.03685495329737,4.71265630414105,4.71652454878048
"FBgn0043364",4.58383194674765,1.40283675851265,2.58398354051687,4.35938763343228,5.82548037055194,4.67627869338321,5.12880066397638,5.04213650342536
"FBgn0003963",3.14073121945171,3.98382359832288,5.51186016018668,5.18596959127694,4.91131288463837,2.9251145473916,3.23453657511014,3.18609799210343
"FBgn0010602",8.05727154889057,8.79066127757854,9.04993020912291,8.71759760384461,8.38615565413174,6.54333502509704,6.99178258468109,7.10724846661975
"FBgn0031260",6.70118861538851,7.30586111124628,7.40559250080768,7.67054295328024,7.87284106916702,6.62104817489686,6.84629271876723,6.81547296108733
"FBgn0031261",0.29263335010584,1.43219511082104,2.19013756998261,4.00380909208643,4.07066410077879,4.58161035458781,3.04273887985945,2.59283971182797
"FBgn0005660",0.0736447689732128,0.793105980638878,0.498314191513316,0.544425045997569,0.843134855595375,1.036587730249,0.440032618677379,0.835278960494037
"FBgn0260933",0.452622844066949,0.512674924843675,0.715447098133718,1.38052998378804,1.96792112169777,0.826272276905948,0.508901190875358,0.690715661162159
"FBgn0031263",7.48082250741101,3.93434665175341,2.95169782035987,2.63279865743927,3.23950802683077,7.24659810305712,7.16215967325917,7.56459156920755
"FBgn0031264",0.093472151502175,0.498644044099641,0.461981098698949,0.3336286734638,0.12913158372612,3.44093758502243,1.35057079436836,1.22972326518055
"FBgn0031265",2.97614547348264,2.82176735034055,3.65062671542609,3.9758685982551,3.89543835238485,3.80859098813998,4.1480392585505,4.10301078436901
"FBgn0021874",3.60114975743538,4.20117118368526,5.58725696480092,5.64121363917796,5.56621238334307,4.75518135455822,4.57288360666398,4.68840978369781
"FBgn0031266",5.53030488641634,6.29028615862774,6.66125079434265,6.13023694122325,5.97437099279567,4.58554547216597,4.93939115219507,4.96770352313862
"FBgn0031267",5.9544382905508,2.81487850442991,3.34261732158648,3.35615930784267,3.09255081549141,4.2632522964424,5.35357736380624,5.4185239289505
"FBgn0031268",5.84423749897509,5.33835309838715,5.87129415693432,6.25724828112809,6.72165974800534,4.30764709879177,5.25910296982858,5.24961599680919
"FBgn0013323",0.0327373227985179,0.152061377147379,0.221864710648514,0.245779184469298,0.219998034922527,0.841911144085229,0.804130401502093,0.797883729165504
"FBgn0023489",0.0160677979412113,0.201543533087225,0.110713216499908,0.213400788783674,0.322263915204913,2.07753697792025,0.913086630741199,0.945451140551758
"FBgn0010323",1.02876008449371,1.85344879604978,2.29658368354806,2.26169027011659,2.00738569492945,0.328914569808533,0.4931072468954,0.435033259528932
"FBgn0031270",2.83021272427573,3.84548001477005,4.66818721755906,4.31698562139216,4.62808532266271,1.52215118892109,2.13345831169199,2.51640855564335
"FBgn0000497",0.30336928401465,1.81514501529118,4.04539054629702,4.7749767714066,4.71610196433896,1.16335059081147,0.248816547057941,0.225339103071995
"FBgn0011244",0.0138157241335788,0,0.052396277817125,0.0458546113409624,0,0.410496329815325,0.0874172174198845,0.271440019302903
"FBgn0026438",0.0522410072094742,0.0420927863236907,0.0290776832832275,0.0954042135676152,0.0852284309441225,4.26018377149212,2.92747931996283,2.80717354327984
"FBgn0031275",3.02392774345931,0.917673107342653,0.2043924150513,0.146897605801989,0.263911778476538,2.61748656641336,2.68050215073718,2.5539625247025
"FBgn0031276",0,0,0,0,0,0.278361880953276,0,0
"FBgn0031277",0.102701797840342,0,0.151914653528332,0.362209520872276,1.63349631035523,3.45394683400169,3.59896064676216,4.51983121970686
"FBgn0031279",0.216374152674967,0.107433584457463,0.0449428336770471,0.0138880555292971,0.016836450601346,0.20574657422035,0.277558717536698,0.305190759001553
"FBgn0000442",0.088366466049025,0.256999752679444,0.148826101666751,0.377180400526973,0.366543235682143,2.72860625219838,1.76406159690969,1.98841202572479
"FBgn0051658",4.253974143562,3.8211387374907,3.53503270346133,3.01681363511772,3.01279748431065,2.18982139680523,3.55035893682707,3.50066185503109
"FBgn0086130",4.7061768803796,4.9145501730077,4.42752572285999,3.84124857130625,4.15168025431068,4.02853379159086,4.19469382746014,4.32659487071889
"FBgn0031281",3.76239134103185,4.18612018368064,4.00197333864146,3.87116352949449,3.75064937775103,2.43840198120931,2.93685273735876,3.06866221293363
"FBgn0031282",3.29207200425614,2.17607379050822,2.89650436654306,3.30388155068867,2.9835864974389,3.34977996450381,3.4491083566767,3.69619417350754
"FBgn0031283",0.881900285936599,1.03429320176017,1.00901745762634,0.710644457125405,0.777329231895519,0.502035208567176,0.849693479764791,0.860919903603274
"FBgn0031284",4.37153795383667,4.21114461621834,2.93779634068655,2.46125088991715,3.21755024554123,2.65336962431089,3.68413424862587,3.66190918114386
"FBgn0015621",5.78689950508474,5.28850252918262,5.21571353766857,4.45629362553832,4.09092116102275,4.3617332739964,4.79498243529955,5.01989313446603
"FBgn0031285",6.85595233421139,7.58199892848302,7.79794031188995,7.14032876576087,7.08296864258257,8.17638760468598,7.50778671328109,7.52499609730864
"FBgn0031286",3.91934961773794,3.2448840154599,2.88286603854775,3.34019050997181,3.18737503735732,3.27930785028488,3.48373840160057,3.62496648594482
"FBgn0010583",5.33891640185836,5.67593727952478,5.79208227292581,5.43026185241364,5.38498918732493,3.98342232784354,4.56443914339827,4.54688211592004
"FBgn0020304",5.89863161642283,6.54266510477822,7.43792680778819,6.15004375587406,5.41550855246817,6.14626419486653,5.58788400372797,5.57001049990447
"FBgn0031287",4.42396131496228,3.93594999222681,4.52300358776296,4.47307252930668,4.28811489301759,3.23290783552678,3.57983182097158,3.80455957028215
"FBgn0020545",6.60692334236762,5.80388570989652,4.62729165187339,4.59051818811922,5.0373207172494,6.02827740127519,5.89352967405534,6.25023966656719
"FBgn0031288",0.216698216951283,0.0493191955882931,0.141855204602666,0.636431126939189,1.46361199492099,0.211888138841977,0.048544364857249,0.150820897702667
"FBgn0262177",0,0,0,0,0,0,0,0
"FBgn0031289",0,0.0985384074399399,0.231780137148934,1.14370034243456,1.40765186519055,1.88899061640922,0.776452720080353,1.01748725291015
"FBgn0029095",3.34587180161045,3.68646691059644,4.45051845196103,5.37832086971266,5.43831946932328,4.63831716281133,3.94221420585132,3.97093645971515
"FBgn0086031",0,6.47744096004817,0,7.50658924861225,4.48555563347727,0,0,0
"FBgn0020305",5.98525221804571,6.23174343299617,6.51597731359568,6.36888356456787,6.37269967382615,4.80480218622303,5.29563854654239,5.37945114984999
"FBgn0053526",5.47167521439204,4.76526421567977,5.24827675523118,5.66173820046857,5.31042374214517,5.26661415644348,5.43918760396439,5.50091356448606
"FBgn0002936",0.0393419715438411,0.0425283568734995,0.217429267036016,0.162127520565293,0.256830722839015,3.43377403277384,2.43009789781798,2.51692285127829
"FBgn0031292",0.00925399967524929,0.0363380429374529,0.0280308699638087,0.0190250587809363,0.0420039468499691,0.0615200489649424,0.0219752755551661,0.032244611675369
"FBgn0002563",0.0112242206159824,0.0125956035591391,0.0246046436103407,0.609301094181843,0.415583456036021,4.50960717489542,4.63039382176603,5.59901422443926
"FBgn0046113",0.138379367191029,0.135082750100806,0.185154851628318,0.47512639875549,0.673154765199835,1.66211433120966,0.998535642960252,0.894221746540159
"FBgn0028481",0.0933723566819956,0.222037886996112,0.233712619753281,0.924902553463597,1.39822448478585,1.78481384640849,0.921002847801886,0.952505039310464
"FBgn0031294",0.0770375882956391,0.160286450382269,0.256220843447321,0.531887952516088,0.529527131439999,4.8597757848427,3.182539757818,3.42101992717741
"FBgn0031295",0,0.0515406905380077,0.0257670385749923,0.169115582805637,0.298782640024054,0.17173717020029,0,0
"FBgn0031296",3.46537376053094,4.04187376051529,3.79048013361386,3.09519191869564,2.75488109017126,4.29841637995273,2.52095271073698,2.1627900919574
"FBgn0003310",6.20723888466833,5.66284066983103,6.43482668879476,6.25859995154607,5.92666129288517,5.06005603289486,5.34172606720744,5.36325519682662
"FBgn0015905",4.40050377446729,3.28660026792933,3.41486075831073,3.7479351545315,3.80811728797168,3.28384919136793,4.01161192281412,4.05165921993005
"FBgn0031298",5.56002400709624,5.89709760137883,5.55434019557301,5.60213318056213,5.63785365005134,4.8474307380472,4.98650650494412,5.0947554479201
"FBgn0031299",0.117430014529191,0.868880323139613,1.20391527806723,0.917346203233626,1.02241042739105,3.09836565445926,2.39620059871847,2.58834885665562
"FBgn0261938",4.67218204347023,3.75249170888738,3.15322489930399,3.61320158688651,4.1851608790292,4.18900218599396,4.13252749079828,4.09211439074006
"FBgn0031301",0.00878942305003831,0.105292413810219,0.237283472979683,0.0511058833923666,0.1122621541243,0.0661710470827851,0.00954394731622927,0.00994697362108104
"FBgn0016926",7.02508417944809,6.84648077945684,6.26675094128714,4.95335837319653,5.52626291122398,6.81261373899516,6.92998031535431,6.95944560504262
"FBgn0031304",5.31091446649458,3.85816007718985,3.95958470691236,4.42616409804839,4.51670228124149,4.82818981054999,4.70488855977932,4.80984657060905
"FBgn0031305",0,0.0188653001506615,0.036835405499706,0,0.0342021900085045,4.84809208121338,5.50273157752533,5.43831614213212
"FBgn0031306",0.084409789701913,0.161495602921067,0.0643775439883281,0.122629917684243,0.30760222104761,3.66674523203661,2.77398156061269,2.88167636441534
"FBgn0031307",0.693465992966892,1.39628555494019,1.77190670127495,4.52122038183103,5.94049096798359,2.75057863675732,1.62277108358581,1.24044866928369
"FBgn0031308",4.1917047655854,4.21923823290063,3.58516686804294,2.99354394274481,3.03827813678533,3.48571018586717,3.51790555352995,3.64668110454186
"FBgn0031309",5.80116641806192,5.72971861918975,5.33018907445851,4.78496979980512,4.70197038212958,4.11232481643825,4.80664370422294,4.88660379624382
"FBgn0031310",6.31771468881119,6.39985125647923,5.83664372681861,5.93427115651977,5.98938201015333,5.36787424360197,5.45784706308056,5.643864845919
"FBgn0261458",7.65463602852797,8.03374784667043,7.18622321153211,6.2710763898561,6.66505161428921,6.71408062881048,7.00102530158613,7.0449841920958
"FBgn0031312",6.95126139849507,4.8059476082157,4.70716583941436,5.16175872063185,5.15985923019578,5.98198732897731,6.11400047387657,6.36951010584563
"FBgn0031313",2.33162783507108,2.94031148266008,2.48264954394542,5.37828965309545,6.45552614231646,6.53697294674817,4.6232581989027,4.78402754269755
"FBgn0031314",5.21796738847836,5.50903387432046,4.74787072357423,4.79739176529243,4.73021061554762,3.20671198164061,4.00994727450533,4.11584894094123
"FBgn0031315",5.43312971538794,5.87500347188093,5.10975753846925,4.47418940763479,4.80182086049612,4.27581163231843,4.64548839690597,4.69074672095397
"FBgn0024314",6.42677967137948,5.30883046398324,5.35880062691327,4.66124794353007,4.40833823342843,5.61130814282916,5.83937513733192,5.85911480627165
"FBgn0051922",2.08071223233838,2.26223469072377,2.48760982723466,3.17627489479821,3.35922877859373,1.32135090142462,2.79821437736389,2.55738313052609
"FBgn0031317",4.03158928357976,2.18835977650537,3.39689380495647,4.36533559817248,4.51124663362377,3.62209868797558,4.18047411782583,4.29398104291545
"FBgn0031318",5.17712449038949,5.58312790979664,5.35402893805439,5.50487458939846,5.40614206554453,4.47088822299033,4.54491189996519,4.67955328803153
"FBgn0031319",4.41383776031549,3.17161837242757,4.1394776809838,4.3828055677867,4.22519008110929,3.60423741386593,3.86168743853819,4.00418675153187
"FBgn0031320",5.16118228193074,4.74474236302594,4.52275256531415,4.19785753009082,4.28704373745234,4.56922979855939,4.77966945902546,4.82492565519121
"FBgn0031321",4.79838755367592,3.13939745671985,4.33315177152778,4.34324435497836,4.12523780488702,3.89894354290607,3.9871662181977,4.18798147554054
"FBgn0031322",0.31472320439328,0.360849682125506,0.204252170685611,0.752615874483064,1.38928595447578,4.74299785760244,3.15491205834375,3.23063649470031
"FBgn0031323",0,0.0526843746095099,0,0,0.0495239904011668,0.101404945013088,0,0.055834103374709
"FBgn0263080",0.25387191016302,0.214357358998938,0.321564489920908,0.333618369926181,0,3.45634488610174,3.46828353892636,3.60720009539752
"FBgn0263081",0.891984488097367,0.590508128033887,0.944550388160835,1.97929736931768,2.92843854737817,9.01296806328735,7.06252110971666,7.73876783680019
"FBgn0040723",0.472130042723319,0.299247002686554,0.107433048791712,0.875714019931012,1.33280530332026,7.23426179674851,5.72457115050858,6.24244245164235
"FBgn0031324",0.0912313264156417,0.0496363433468347,0.0247941159171286,0.278146558040084,0.372947641704049,0.348331013253227,0.186249522080929,0.33219119160926
"FBgn0259229",0.0473684939159677,0.104166210425022,0.186146813122715,0.189371679191825,0.448962251170537,2.57049207608601,2.4836016944521,3.02384437687859
"FBgn0031327",0.123776099278496,0.123057871952838,0.0841902909449463,0.553347723016006,1.21751612442587,4.60440941570046,3.18690617936387,2.68030635117732
"FBgn0041097",0.150571374055318,0.132768443536343,0.130111528983408,0.600526674998232,0.767432762884577,0.949916613095166,0.430677076085938,0.499557638108655
"FBgn0031331",0,0,0,0,0,0.0434051233952563,0,0
"FBgn0026141",0,0,0,0.0532388442080976,0.0660568048205249,0.0464951113291041,0,0
"FBgn0031332",0,0,0,0,0.0334414679157892,0,0,0
"FBgn0031333",0,0.0329542146881018,0.0564022090478004,0.0290539294260387,0.0304293119533565,0.0623331258622837,0.032161512685237,0.0340704523035861
"FBgn0051924",0,0,0.0588275313128973,0.120107179065158,0,0,0,0
"FBgn0031335",0,0,0.0450579211119849,0.101499344908308,0.0718737154818684,0.0252705231378907,0.038364536793358,0.0408256759711101
"FBgn0051659",0,0,0.113225611676358,0,0.232197792276323,0.25367226192907,0.326637435950787,0.378638130964366
"FBgn0053126",0,0.192575466227277,0.358610062071521,1.02679297861448,2.32359776918976,7.55322992983881,6.25279408673038,6.49108184986749
"FBgn0031337",0.583227338240317,0.960644408236198,1.39836678939185,0.654555607672647,0.804194020718725,0.208188854801087,0.521569410650991,0.485667943191513
"FBgn0002543",2.35524466345408,6.32763168139547,7.65197012994206,7.65190557132325,7.18592599580512,1.74987747027361,0.900335508640983,0.843061671271542
"FBgn0051928",0,0,0.0379246155407207,0,0.0236695397402788,4.05209413867133,6.03633188812701,5.63877183999658
"FBgn0053128",0.293336344138479,0.146415404638577,0.200272067248963,0.567881258618079,0.636704887252897,0.196739222140238,0.187036714597152,0.328103444094738
"FBgn0051926",0,0,0.0420824173295735,0.0845859905147795,0.243833568068089,3.09445735621166,4.93855397836237,4.86345284633763
"FBgn0051661",0,0.0300379730051553,0.0148759976237641,0.0227024439538789,0.0276640722578063,3.31822716727738,5.38642815394004,4.81916744464507
"FBgn0031343",1.94611697601898,1.29130885982897,0.964079928681974,0.54831035252731,0.7588011898381,1.84367437487524,1.79517262782951,1.3134896669656
"FBgn0031344",4.41084308383188,3.90020023756219,4.03521919460411,3.5067415641867,3.16232606610198,3.74339647994238,3.88253545453317,4.0437381998014
"FBgn0031345",0,0.36250804216414,0.216639865922662,0.04415711318643,0,0,0,0
"FBgn0001174",6.16607066684459,9.71913037911039,6.95805384819063,4.20703384891224,3.02831276816574,1.42052012970028,0.77663042305105,0.786836372926231
"FBgn0261509",0.312327111201798,0.863358084930596,1.28624835177818,3.57079077900857,4.73884888480678,2.29022090227333,0.484774375400647,0.480524680392577
"FBgn0031347",0.0395392038546011,0.0729289824955573,0.106116183058665,0.32053666609146,0.400780544257671,0.271308534540307,0.150917056754209,0.184384405948387
"FBgn0051935",4.22958792274065,2.72304298710261,3.12955009690361,3.25355215718229,3.03892250002881,3.28960284830243,3.92705258109655,3.94858215961272
"FBgn0031351",4.88117025987086,4.02925851083858,2.94486219306252,2.7949626870973,3.54980468652602,2.56395127255932,4.06026359873829,4.16944402292781
"FBgn0021906",7.77721585632641,7.85320349392377,7.57962518807553,7.65781861625888,7.66954414883619,9.94556966433227,8.44537495721524,8.13762135269499
"FBgn0086758",0.734847895580122,0.78260985716883,0.484587759100891,1.77362927705321,2.73733848264052,1.25658800965002,0.469002380550635,0.640843006394321
"FBgn0011570",6.51989096234268,7.05370871447528,6.95792620327615,6.57156760268071,6.50426603061162,5.44773787105357,5.98919578738441,6.00104557492951
"FBgn0031356",5.7150037637661,4.25730486176795,5.54106253248691,5.59808526292858,5.43717779245747,5.17539286033142,5.44645806071937,5.51136366655901
"FBgn0031357",6.21817087634266,6.09752020399424,6.04327231581925,5.97789122187031,5.97047176806059,5.68718949464692,5.63324228747532,5.78009220833907
"FBgn0086698",4.45920208071252,2.85510667311936,3.73531637278478,4.31448626834477,4.05925143306528,3.00213721158118,3.36510459055963,3.40507200782712
"FBgn0031359",4.37729730642785,2.51433186190398,3.1130770188684,3.6979405826171,3.66484688150739,5.45851980960054,4.74559231407895,4.46135174777575
"FBgn0000579",9.79079972660426,7.56523919929321,4.93609609055216,4.77410178142063,5.51878060285733,10.4165231044994,9.45571147678072,9.30445628260876
"FBgn0260648",5.15730650901597,4.75590771451167,5.82174082351565,5.68157295171546,5.42993727116638,4.70597790168252,5.06022468241732,5.26308324624544
"FBgn0031360",6.2187327413859,6.30916345176693,5.70475855797334,4.04007706882005,4.44132411565875,6.5617767173305,6.25324428638308,6.46179864661913
"FBgn0031361",4.15731863703897,4.53832087391768,4.79045406786223,4.31984911680476,4.52827124710328,3.08082988970678,3.69720668091409,3.81793018125281
"FBgn0031362",2.59210536552518,1.05665288703761,1.93866594322738,2.86671415550913,3.48164768848712,4.6180212950996,4.38298535751848,4.49275049408254
"FBgn0027597",5.1609685783034,3.4163303860611,4.97406118662548,5.15694666461436,5.09682266090783,4.04480501033689,4.80462151865652,4.90954751542442
"FBgn0031364",0,0,0.0885284804140535,0,0,0,0,0
"FBgn0031365",3.46254971409213,2.13115483249368,2.70562188242994,1.49139649125008,1.99207591596173,1.75750548702388,3.9903104942045,3.28720039743073
"FBgn0051933",0,0,0,0,0,0.0299523446265689,0,0
"FBgn0051664",0.016348833695114,0.0362124092616618,0.0267645137323037,0,0.0166044288302758,1.06887714085031,2.19188791523385,2.48394730636932
"FBgn0031367",0,0,0,0,0.0399526724801327,0.0277932828606297,0,0
"FBgn0262275",0,0,0,0,0,0,0,0
